office,district,party,county,candidate,precinct,votes,winner
U.S. Senate,,D,Platte,Dale Groutage,Old Wheatland Junior High 1-1,46,
U.S. Senate,,D,Platte,Dale Groutage,Old Wheatland Junior High 1-2,40,
U.S. Senate,,D,Platte,Dale Groutage,Old Wheatland Junior High 1-3,71,
U.S. Senate,,D,Platte,Dale Groutage,Old Wheatland Junior High 1-4,66,
U.S. Senate,,D,Platte,Dale Groutage,4-H Bldg./Wheatland 1-6,82,
U.S. Senate,,D,Platte,Dale Groutage,Guernsey National Guard Armory 2-1,139,
U.S. Senate,,D,Platte,Dale Groutage,Guernsey National Guard Armory 3-1,16,
U.S. Senate,,D,Platte,Dale Groutage,Glendo Fire Hall 6-1,33,
U.S. Senate,,D,Platte,Dale Groutage,Glendo Fire Hall 6-2,13,
U.S. Senate,,D,Platte,Dale Groutage,Chugwater Comm. Center 9-1,17,
U.S. Senate,,D,Platte,Dale Groutage,Chugwater Comm. Center 10-1,11,
U.S. Senate,,D,Platte,Dale Groutage,Wheatland Bible Church 12-1,15,
U.S. Senate,,D,Platte,Dale Groutage,Old Wheatland Junior High 20-1,35,
U.S. Senate,,D,Platte,Dale Groutage,,584,TRUE
U.S. House,1,D,Platte,Gary Trauner,Old Wheatland Junior High 1-1,50,
U.S. House,1,D,Platte,Gary Trauner,Old Wheatland Junior High 1-2,42,
U.S. House,1,D,Platte,Gary Trauner,Old Wheatland Junior High 1-3,70,
U.S. House,1,D,Platte,Gary Trauner,Old Wheatland Junior High 1-4,67,
U.S. House,1,D,Platte,Gary Trauner,4-H Bldg./Wheatland 1-6,87,
U.S. House,1,D,Platte,Gary Trauner,Guernsey National Guard Armory 2-1,140,
U.S. House,1,D,Platte,Gary Trauner,Guernsey National Guard Armory 3-1,14,
U.S. House,1,D,Platte,Gary Trauner,Glendo Fire Hall 6-1,32,
U.S. House,1,D,Platte,Gary Trauner,Glendo Fire Hall 6-2,16,
U.S. House,1,D,Platte,Gary Trauner,Chugwater Comm. Center 9-1,16,
U.S. House,1,D,Platte,Gary Trauner,Chugwater Comm. Center 10-1,12,
U.S. House,1,D,Platte,Gary Trauner,Wheatland Bible Church 12-1,16,
U.S. House,1,D,Platte,Gary Trauner,Old Wheatland Junior High 20-1,36,
U.S. House,1,D,Platte,Gary Trauner,,598,TRUE
Governor,,D,Platte,Dave Freudenthal,Old Wheatland Junior High 1-1,52,
Governor,,D,Platte,Dave Freudenthal,Old Wheatland Junior High 1-2,43,
Governor,,D,Platte,Dave Freudenthal,Old Wheatland Junior High 1-3,70,
Governor,,D,Platte,Dave Freudenthal,Old Wheatland Junior High 1-4,71,
Governor,,D,Platte,Dave Freudenthal,4-H Bldg./Wheatland 1-6,95,
Governor,,D,Platte,Dave Freudenthal,Guernsey National Guard Armory 2-1,147,
Governor,,D,Platte,Dave Freudenthal,Guernsey National Guard Armory 3-1,15,
Governor,,D,Platte,Dave Freudenthal,Glendo Fire Hall 6-1,36,
Governor,,D,Platte,Dave Freudenthal,Glendo Fire Hall 6-2,15,
Governor,,D,Platte,Dave Freudenthal,Chugwater Comm. Center 9-1,17,
Governor,,D,Platte,Dave Freudenthal,Chugwater Comm. Center 10-1,12,
Governor,,D,Platte,Dave Freudenthal,Wheatland Bible Church 12-1,17,
Governor,,D,Platte,Dave Freudenthal,Old Wheatland Junior High 20-1,40,
Governor,,D,Platte,Dave Freudenthal,,630,TRUE
Governor,,D,Platte,Al Hamburg,Old Wheatland Junior High 1-1,8,
Governor,,D,Platte,Al Hamburg,Old Wheatland Junior High 1-2,1,
Governor,,D,Platte,Al Hamburg,Old Wheatland Junior High 1-3,6,
Governor,,D,Platte,Al Hamburg,Old Wheatland Junior High 1-4,2,
Governor,,D,Platte,Al Hamburg,4-H Bldg./Wheatland 1-6,4,
Governor,,D,Platte,Al Hamburg,Guernsey National Guard Armory 2-1,13,
Governor,,D,Platte,Al Hamburg,Guernsey National Guard Armory 3-1,2,
Governor,,D,Platte,Al Hamburg,Glendo Fire Hall 6-1,1,
Governor,,D,Platte,Al Hamburg,Glendo Fire Hall 6-2,3,
Governor,,D,Platte,Al Hamburg,Chugwater Comm. Center 9-1,1,
Governor,,D,Platte,Al Hamburg,Chugwater Comm. Center 10-1,5,
Governor,,D,Platte,Al Hamburg,Wheatland Bible Church 12-1,3,
Governor,,D,Platte,Al Hamburg,Old Wheatland Junior High 20-1,2,
Governor,,D,Platte,Al Hamburg,,51,
State Auditor,,D,Platte,Bill Eikenberry,Old Wheatland Junior High 1-1,53,
State Auditor,,D,Platte,Bill Eikenberry,Old Wheatland Junior High 1-2,37,
State Auditor,,D,Platte,Bill Eikenberry,Old Wheatland Junior High 1-3,71,
