office,district,party,county,candidate,precinct,votes,winner
U.S. Senate,,R,Platte,Craig Thomas,Old Wheatland Junior High 1-1,176,
U.S. Senate,,R,Platte,Craig Thomas,Old Wheatland Junior High 1-2,214,
U.S. Senate,,R,Platte,Craig Thomas,Old Wheatland Junior High 1-3,329,
U.S. Senate,,R,Platte,Craig Thomas,Old Wheatland Junior High 1-4,183,
U.S. Senate,,R,Platte,Craig Thomas,4-H Bldg./Wheatland 1-6,415,
U.S. Senate,,R,Platte,Craig Thomas,Guernsey National Guard Armory 2-1,250,
U.S. Senate,,R,Platte,Craig Thomas,Guernsey National Guard Armory 3-1,19,
U.S. Senate,,R,Platte,Craig Thomas,Glendo Fire Hall 6-1,93,
U.S. Senate,,R,Platte,Craig Thomas,Glendo Fire Hall 6-2,52,
U.S. Senate,,R,Platte,Craig Thomas,Chugwater Comm. Center 9-1,37,
U.S. Senate,,R,Platte,Craig Thomas,Chugwater Comm. Center 10-1,96,
U.S. Senate,,R,Platte,Craig Thomas,Wheatland Bible Church 12-1,144,
U.S. Senate,,R,Platte,Craig Thomas,Old Wheatland Junior High 20-1,217,
U.S. Senate,,R,Platte,Craig Thomas,,2225,TRUE
U.S. House,1,R,Platte,Barbara Cubin,Old Wheatland Junior High 1-1,107,
U.S. House,1,R,Platte,Barbara Cubin,Old Wheatland Junior High 1-2,131,
U.S. House,1,R,Platte,Barbara Cubin,Old Wheatland Junior High 1-3,203,
U.S. House,1,R,Platte,Barbara Cubin,Old Wheatland Junior High 1-4,110,
U.S. House,1,R,Platte,Barbara Cubin,4-H Bldg./Wheatland 1-6,299,
U.S. House,1,R,Platte,Barbara Cubin,Guernsey National Guard Armory 2-1,139,
U.S. House,1,R,Platte,Barbara Cubin,Guernsey National Guard Armory 3-1,12,
U.S. House,1,R,Platte,Barbara Cubin,Glendo Fire Hall 6-1,62,
U.S. House,1,R,Platte,Barbara Cubin,Glendo Fire Hall 6-2,35,
U.S. House,1,R,Platte,Barbara Cubin,Chugwater Comm. Center 9-1,31,
U.S. House,1,R,Platte,Barbara Cubin,Chugwater Comm. Center 10-1,66,
U.S. House,1,R,Platte,Barbara Cubin,Wheatland Bible Church 12-1,98,
U.S. House,1,R,Platte,Barbara Cubin,Old Wheatland Junior High 20-1,150,
U.S. House,1,R,Platte,Barbara Cubin,,1443,TRUE
U.S. House,1,R,Platte,Bill Winney,Old Wheatland Junior High 1-1,81,
U.S. House,1,R,Platte,Bill Winney,Old Wheatland Junior High 1-2,112,
U.S. House,1,R,Platte,Bill Winney,Old Wheatland Junior High 1-3,141,
U.S. House,1,R,Platte,Bill Winney,Old Wheatland Junior High 1-4,91,
U.S. House,1,R,Platte,Bill Winney,4-H Bldg./Wheatland 1-6,164,
U.S. House,1,R,Platte,Bill Winney,Guernsey National Guard Armory 2-1,128,
U.S. House,1,R,Platte,Bill Winney,Guernsey National Guard Armory 3-1,7,
U.S. House,1,R,Platte,Bill Winney,Glendo Fire Hall 6-1,41,
U.S. House,1,R,Platte,Bill Winney,Glendo Fire Hall 6-2,21,
U.S. House,1,R,Platte,Bill Winney,Chugwater Comm. Center 9-1,9,
U.S. House,1,R,Platte,Bill Winney,Chugwater Comm. Center 10-1,33,
U.S. House,1,R,Platte,Bill Winney,Wheatland Bible Church 12-1,55,
U.S. House,1,R,Platte,Bill Winney,Old Wheatland Junior High 20-1,93,
U.S. House,1,R,Platte,Bill Winney,,976,
Governor,,R,Platte,Ray Hunkins,Old Wheatland Junior High 1-1,113,
Governor,,R,Platte,Ray Hunkins,Old Wheatland Junior High 1-2,154,
Governor,,R,Platte,Ray Hunkins,Old Wheatland Junior High 1-3,211,
Governor,,R,Platte,Ray Hunkins,Old Wheatland Junior High 1-4,118,
Governor,,R,Platte,Ray Hunkins,4-H Bldg./Wheatland 1-6,293,
Governor,,R,Platte,Ray Hunkins,Guernsey National Guard Armory 2-1,149,
Governor,,R,Platte,Ray Hunkins,Guernsey National Guard Armory 3-1,13,
Governor,,R,Platte,Ray Hunkins,Glendo Fire Hall 6-1,68,
Governor,,R,Platte,Ray Hunkins,Glendo Fire Hall 6-2,42,
Governor,,R,Platte,Ray Hunkins,Chugwater Comm. Center 9-1,31,
Governor,,R,Platte,Ray Hunkins,Chugwater Comm. Center 10-1,71,
Governor,,R,Platte,Ray Hunkins,Wheatland Bible Church 12-1,106,
Governor,,R,Platte,Ray Hunkins,Old Wheatland Junior High 20-1,149,
Governor,,R,Platte,Ray Hunkins,,1518,TRUE
Governor,,R,Platte,John H. Self,Old Wheatland Junior High 1-1,49,
Governor,,R,Platte,John H. Self,Old Wheatland Junior High 1-2,70,
Governor,,R,Platte,John H. Self,Old Wheatland Junior High 1-3,95,
Governor,,R,Platte,John H. Self,Old Wheatland Junior High 1-4,65,
Governor,,R,Platte,John H. Self,4-H Bldg./Wheatland 1-6,124,
Governor,,R,Platte,John H. Self,Guernsey National Guard Armory 2-1,77,
Governor,,R,Platte,John H. Self,Guernsey National Guard Armory 3-1,4,
Governor,,R,Platte,John H. Self,Glendo Fire Hall 6-1,21,
Governor,,R,Platte,John H. Self,Glendo Fire Hall 6-2,12,
Governor,,R,Platte,John H. Self,Chugwater Comm. Center 9-1,6,
Governor,,R,Platte,John H. Self,Chugwater Comm. Center 10-1,21,
Governor,,R,Platte,John H. Self,Wheatland Bible Church 12-1,44,
Governor,,R,Platte,John H. Self,Old Wheatland Junior High 20-1,76,
Governor,,R,Platte,John H. Self,,664,
Secretary of State,,R,Platte,Mary Ann Collins,Old Wheatland Junior High 1-1,84,
Secretary of State,,R,Platte,Mary Ann Collins,Old Wheatland Junior High 1-2,92,
Secretary of State,,R,Platte,Mary Ann Collins,Old Wheatland Junior High 1-3,153,
Secretary of State,,R,Platte,Mary Ann Collins,Old Wheatland Junior High 1-4,75,
Secretary of State,,R,Platte,Mary Ann Collins,4-H Bldg./Wheatland 1-6,195,
