office,district,party,county,candidate,precinct,votes,winner
U.S. Senate,,D,Laramie,Dale Groutage,Davis Elementary School 7-2,6,
U.S. Senate,,D,Laramie,Dale Groutage,Mary Godfrey Playhouse 7-3,0,
U.S. Senate,,D,Laramie,Dale Groutage,Mary Godfrey Playhouse 7-4,17,
U.S. Senate,,D,Laramie,Dale Groutage,County Government Complex 7-5,34,
U.S. Senate,,D,Laramie,Dale Groutage,,5325,TRUE
U.S. House,1,D,Laramie,Gary Trauner,Holiday Inn/Cheyenne 1-1,207,
U.S. House,1,D,Laramie,Gary Trauner,Holiday Inn/Cheyenne 1-2,130,
U.S. House,1,D,Laramie,Gary Trauner,City Fire Headquarters #1 1-3,162,
U.S. House,1,D,Laramie,Gary Trauner,Laramie County Library 1-4,90,
U.S. House,1,D,Laramie,Gary Trauner,Kiwanis Community House/Cheyenne 1-5,128,
U.S. House,1,D,Laramie,Gary Trauner,Kiwanis Community House/Cheyenne 1-6,173,
U.S. House,1,D,Laramie,Gary Trauner,WY. Emergency Mgmt Agency 1-7,82,
U.S. House,1,D,Laramie,Gary Trauner,Storey Gym 1-8,180,
U.S. House,1,D,Laramie,Gary Trauner,Alta Vista Elementary School 1-9,112,
U.S. House,1,D,Laramie,Gary Trauner,Holiday Inn/Cheyenne 1-10,137,
U.S. House,1,D,Laramie,Gary Trauner,Westgate Club House/Cheyenne 2-1,84,
U.S. House,1,D,Laramie,Gary Trauner,Kiwanis Community House/Cheyenne 2-2,95,
U.S. House,1,D,Laramie,Gary Trauner,Kiwanis Community House/Cheyenne 2-3,70,
U.S. House,1,D,Laramie,Gary Trauner,City Fire Station #6 2-4,85,
U.S. House,1,D,Laramie,Gary Trauner,Cheyenne Berean Church 2-5,138,
U.S. House,1,D,Laramie,Gary Trauner,Hobbs Elementary School 2-6,162,
U.S. House,1,D,Laramie,Gary Trauner,Kiwanis Community House/Cheyenne 2-7,90,
U.S. House,1,D,Laramie,Gary Trauner,Cheyenne Berean Church 2-8,153,
U.S. House,1,D,Laramie,Gary Trauner,Good Shepherd Lutheran Church 2-9,92,
U.S. House,1,D,Laramie,Gary Trauner,County Governmental Complex 2-10,18,
U.S. House,1,D,Laramie,Gary Trauner,Cheyenne Housing Authority 2-11,136,
U.S. House,1,D,Laramie,Gary Trauner,Northwoods Presbyterian Church 2-12,56,
U.S. House,1,D,Laramie,Gary Trauner,County Government Complex 2-13,10,
U.S. House,1,D,Laramie,Gary Trauner,Anderson Elementary School 2-14,124,
U.S. House,1,D,Laramie,Gary Trauner,First Baptist Church 3-1,128,
U.S. House,1,D,Laramie,Gary Trauner,American Legion Post #6 3-2,106,
U.S. House,1,D,Laramie,Gary Trauner,First Congregational Church/Cheyenne 3-3,101,
U.S. House,1,D,Laramie,Gary Trauner,Albin Community Center 6-5,23,
U.S. House,1,D,Laramie,Gary Trauner,Laramie County Community College 7-1,12,
U.S. House,1,D,Laramie,Gary Trauner,Davis Elementary School 7-2,6,
U.S. House,1,D,Laramie,Gary Trauner,Mary Godfrey Playhouse 7-3,0,
U.S. House,1,D,Laramie,Gary Trauner,Mary Godfrey Playhouse 7-4,20,
U.S. House,1,D,Laramie,Gary Trauner,County Government Complex 7-5,33,
U.S. House,1,D,Laramie,Gary Trauner,,5585,TRUE
Governor,,D,Laramie,Dave Freudenthal,Holiday Inn/Cheyenne 1-1,208,
Governor,,D,Laramie,Dave Freudenthal,Holiday Inn/Cheyenne 1-2,129,
Governor,,D,Laramie,Dave Freudenthal,City Fire Headquarters #1 1-3,150,
Governor,,D,Laramie,Dave Freudenthal,Laramie County Library 1-4,90,
Governor,,D,Laramie,Dave Freudenthal,Kiwanis Community House/Cheyenne 1-5,132,
Governor,,D,Laramie,Dave Freudenthal,Kiwanis Community House/Cheyenne 1-6,181,
Governor,,D,Laramie,Dave Freudenthal,WY. Emergency Mgmt Agency 1-7,83,
Governor,,D,Laramie,Dave Freudenthal,Storey Gym 1-8,177,
Governor,,D,Laramie,Dave Freudenthal,Alta Vista Elementary School 1-9,118,
Governor,,D,Laramie,Dave Freudenthal,Holiday Inn/Cheyenne 1-10,135,
Governor,,D,Laramie,Dave Freudenthal,Westgate Club House/Cheyenne 2-1,93,
Governor,,D,Laramie,Dave Freudenthal,Kiwanis Community House/Cheyenne 2-2,103,
Governor,,D,Laramie,Dave Freudenthal,Kiwanis Community House/Cheyenne 2-3,73,
Governor,,D,Laramie,Dave Freudenthal,City Fire Station #6 2-4,91,
Governor,,D,Laramie,Dave Freudenthal,Cheyenne Berean Church 2-5,143,
Governor,,D,Laramie,Dave Freudenthal,Hobbs Elementary School 2-6,163,
Governor,,D,Laramie,Dave Freudenthal,Kiwanis Community House/Cheyenne 2-7,89,
Governor,,D,Laramie,Dave Freudenthal,Cheyenne Berean Church 2-8,159,
Governor,,D,Laramie,Dave Freudenthal,Good Shepherd Lutheran Church 2-9,89,
Governor,,D,Laramie,Dave Freudenthal,County Governmental Complex 2-10,15,
Governor,,D,Laramie,Dave Freudenthal,Cheyenne Housing Authority 2-11,140,
Governor,,D,Laramie,Dave Freudenthal,Northwoods Presbyterian Church 2-12,60,
Governor,,D,Laramie,Dave Freudenthal,County Government Complex 2-13,11,
Governor,,D,Laramie,Dave Freudenthal,Anderson Elementary School 2-14,122,
Governor,,D,Laramie,Dave Freudenthal,First Baptist Church 3-1,137,
Governor,,D,Laramie,Dave Freudenthal,American Legion Post #6 3-2,104,
Governor,,D,Laramie,Dave Freudenthal,First Congregational Church/Cheyenne 3-3,95,
Governor,,D,Laramie,Dave Freudenthal,Albin Community Center 6-5,23,
Governor,,D,Laramie,Dave Freudenthal,Laramie County Community College 7-1,12,
Governor,,D,Laramie,Dave Freudenthal,Davis Elementary School 7-2,6,
Governor,,D,Laramie,Dave Freudenthal,Mary Godfrey Playhouse 7-3,0,
Governor,,D,Laramie,Dave Freudenthal,Mary Godfrey Playhouse 7-4,21,
Governor,,D,Laramie,Dave Freudenthal,County Government Complex 7-5,37,
Governor,,D,Laramie,Dave Freudenthal,,5623,
Governor,,D,Laramie,Al Hamburg,Holiday Inn/Cheyenne 1-1,25,
Governor,,D,Laramie,Al Hamburg,Holiday Inn/Cheyenne 1-2,14,
Governor,,D,Laramie,Al Hamburg,City Fire Headquarters #1 1-3,18,
Governor,,D,Laramie,Al Hamburg,Laramie County Library 1-4,6,
Governor,,D,Laramie,Al Hamburg,Kiwanis Community House/Cheyenne 1-5,10,
Governor,,D,Laramie,Al Hamburg,Kiwanis Community House/Cheyenne 1-6,9,
Governor,,D,Laramie,Al Hamburg,WY. Emergency Mgmt Agency 1-7,5,
Governor,,D,Laramie,Al Hamburg,Storey Gym 1-8,15,
Governor,,D,Laramie,Al Hamburg,Alta Vista Elementary School 1-9,13,
Governor,,D,Laramie,Al Hamburg,Holiday Inn/Cheyenne 1-10,23,
Governor,,D,Laramie,Al Hamburg,Westgate Club House/Cheyenne 2-1,3,
Governor,,D,Laramie,Al Hamburg,Kiwanis Community House/Cheyenne 2-2,4,
Governor,,D,Laramie,Al Hamburg,Kiwanis Community House/Cheyenne 2-3,2,
Governor,,D,Laramie,Al Hamburg,City Fire Station #6 2-4,6,
Governor,,D,Laramie,Al Hamburg,Cheyenne Berean Church 2-5,12,
Governor,,D,Laramie,Al Hamburg,Hobbs Elementary School 2-6,17,
Governor,,D,Laramie,Al Hamburg,Kiwanis Community House/Cheyenne 2-7,8,
Governor,,D,Laramie,Al Hamburg,Cheyenne Berean Church 2-8,9,
Governor,,D,Laramie,Al Hamburg,Good Shepherd Lutheran Church 2-9,9,
Governor,,D,Laramie,Al Hamburg,County Governmental Complex 2-10,4,
Governor,,D,Laramie,Al Hamburg,Cheyenne Housing Authority 2-11,10,
Governor,,D,Laramie,Al Hamburg,Northwoods Presbyterian Church 2-12,5,
Governor,,D,Laramie,Al Hamburg,County Government Complex 2-13,0,
Governor,,D,Laramie,Al Hamburg,Anderson Elementary School 2-14,15,
Governor,,D,Laramie,Al Hamburg,First Baptist Church 3-1,12,
Governor,,D,Laramie,Al Hamburg,American Legion Post #6 3-2,15,
Governor,,D,Laramie,Al Hamburg,First Congregational Church/Cheyenne 3-3,15,
Governor,,D,Laramie,Al Hamburg,Albin Community Center 6-5,3,
Governor,,D,Laramie,Al Hamburg,Laramie County Community College 7-1,1,
Governor,,D,Laramie,Al Hamburg,Davis Elementary School 7-2,0,
Governor,,D,Laramie,Al Hamburg,Mary Godfrey Playhouse 7-3,0,
Governor,,D,Laramie,Al Hamburg,Mary Godfrey Playhouse 7-4,0,
Governor,,D,Laramie,Al Hamburg,County Government Complex 7-5,2,
Governor,,D,Laramie,Al Hamburg,,566,
State Auditor,,D,Laramie,Bill Eikenberry,Holiday Inn/Cheyenne 1-1,197,
State Auditor,,D,Laramie,Bill Eikenberry,Holiday Inn/Cheyenne 1-2,124,
State Auditor,,D,Laramie,Bill Eikenberry,City Fire Headquarters #1 1-3,150,
State Auditor,,D,Laramie,Bill Eikenberry,Laramie County Library 1-4,79,
State Auditor,,D,Laramie,Bill Eikenberry,Kiwanis Community House/Cheyenne 1-5,117,
State Auditor,,D,Laramie,Bill Eikenberry,Kiwanis Community House/Cheyenne 1-6,163,
State Auditor,,D,Laramie,Bill Eikenberry,WY. Emergency Mgmt Agency 1-7,76,
State Auditor,,D,Laramie,Bill Eikenberry,Storey Gym 1-8,162,
State Auditor,,D,Laramie,Bill Eikenberry,Alta Vista Elementary School 1-9,111,
State Auditor,,D,Laramie,Bill Eikenberry,Holiday Inn/Cheyenne 1-10,130,
State Auditor,,D,Laramie,Bill Eikenberry,Westgate Club House/Cheyenne 2-1,76,
State Auditor,,D,Laramie,Bill Eikenberry,Kiwanis Community House/Cheyenne 2-2,88,
State Auditor,,D,Laramie,Bill Eikenberry,Kiwanis Community House/Cheyenne 2-3,60,
State Auditor,,D,Laramie,Bill Eikenberry,City Fire Station #6 2-4,78,
State Auditor,,D,Laramie,Bill Eikenberry,Cheyenne Berean Church 2-5,131,
State Auditor,,D,Laramie,Bill Eikenberry,Hobbs Elementary School 2-6,140,
State Auditor,,D,Laramie,Bill Eikenberry,Kiwanis Community House/Cheyenne 2-7,88,
State Auditor,,D,Laramie,Bill Eikenberry,Cheyenne Berean Church 2-8,143,
State Auditor,,D,Laramie,Bill Eikenberry,Good Shepherd Lutheran Church 2-9,87,
State Auditor,,D,Laramie,Bill Eikenberry,County Governmental Complex 2-10,18,
State Auditor,,D,Laramie,Bill Eikenberry,Cheyenne Housing Authority 2-11,131,
State Auditor,,D,Laramie,Bill Eikenberry,Northwoods Presbyterian Church 2-12,54,
State Auditor,,D,Laramie,Bill Eikenberry,County Government Complex 2-13,8,
State Auditor,,D,Laramie,Bill Eikenberry,Anderson Elementary School 2-14,114,
State Auditor,,D,Laramie,Bill Eikenberry,First Baptist Church 3-1,126,
State Auditor,,D,Laramie,Bill Eikenberry,American Legion Post #6 3-2,102,
State Auditor,,D,Laramie,Bill Eikenberry,First Congregational Church/Cheyenne 3-3,95,
State Auditor,,D,Laramie,Bill Eikenberry,Albin Community Center 6-5,25,
State Auditor,,D,Laramie,Bill Eikenberry,Laramie County Community College 7-1,12,
State Auditor,,D,Laramie,Bill Eikenberry,Davis Elementary School 7-2,6,
State Auditor,,D,Laramie,Bill Eikenberry,Mary Godfrey Playhouse 7-3,0,
State Auditor,,D,Laramie,Bill Eikenberry,Mary Godfrey Playhouse 7-4,20,
State Auditor,,D,Laramie,Bill Eikenberry,County Government Complex 7-5,30,
State Auditor,,D,Laramie,Bill Eikenberry,,5231,TRUE
State Treasurer,,D,Laramie,Ron Redo,Holiday Inn/Cheyenne 1-1,184,
State Treasurer,,D,Laramie,Ron Redo,Holiday Inn/Cheyenne 1-2,119,
State Treasurer,,D,Laramie,Ron Redo,City Fire Headquarters #1 1-3,140,
State Treasurer,,D,Laramie,Ron Redo,Laramie County Library 1-4,71,
State Treasurer,,D,Laramie,Ron Redo,Kiwanis Community House/Cheyenne 1-5,118,
State Treasurer,,D,Laramie,Ron Redo,Kiwanis Community House/Cheyenne 1-6,156,
State Treasurer,,D,Laramie,Ron Redo,WY. Emergency Mgmt Agency 1-7,71,
State Treasurer,,D,Laramie,Ron Redo,Storey Gym 1-8,152,
State Treasurer,,D,Laramie,Ron Redo,Alta Vista Elementary School 1-9,104,
State Treasurer,,D,Laramie,Ron Redo,Holiday Inn/Cheyenne 1-10,127,
State Treasurer,,D,Laramie,Ron Redo,Westgate Club House/Cheyenne 2-1,74,
State Treasurer,,D,Laramie,Ron Redo,Kiwanis Community House/Cheyenne 2-2,83,
State Treasurer,,D,Laramie,Ron Redo,Kiwanis Community House/Cheyenne 2-3,58,
State Treasurer,,D,Laramie,Ron Redo,City Fire Station #6 2-4,77,
State Treasurer,,D,Laramie,Ron Redo,Cheyenne Berean Church 2-5,126,
State Treasurer,,D,Laramie,Ron Redo,Hobbs Elementary School 2-6,135,
State Treasurer,,D,Laramie,Ron Redo,Kiwanis Community House/Cheyenne 2-7,87,
State Treasurer,,D,Laramie,Ron Redo,Cheyenne Berean Church 2-8,131,
State Treasurer,,D,Laramie,Ron Redo,Good Shepherd Lutheran Church 2-9,84,
State Treasurer,,D,Laramie,Ron Redo,County Governmental Complex 2-10,18,
State Treasurer,,D,Laramie,Ron Redo,Cheyenne Housing Authority 2-11,123,
State Treasurer,,D,Laramie,Ron Redo,Northwoods Presbyterian Church 2-12,52,
State Treasurer,,D,Laramie,Ron Redo,County Government Complex 2-13,10,
State Treasurer,,D,Laramie,Ron Redo,Anderson Elementary School 2-14,116,
State Treasurer,,D,Laramie,Ron Redo,First Baptist Church 3-1,114,
State Treasurer,,D,Laramie,Ron Redo,American Legion Post #6 3-2,104,
State Treasurer,,D,Laramie,Ron Redo,First Congregational Church/Cheyenne 3-3,91,
State Treasurer,,D,Laramie,Ron Redo,Albin Community Center 6-5,21,
State Treasurer,,D,Laramie,Ron Redo,Laramie County Community College 7-1,13,
State Treasurer,,D,Laramie,Ron Redo,Davis Elementary School 7-2,6,
State Treasurer,,D,Laramie,Ron Redo,Mary Godfrey Playhouse 7-3,0,
State Treasurer,,D,Laramie,Ron Redo,Mary Godfrey Playhouse 7-4,19,
State Treasurer,,D,Laramie,Ron Redo,County Government Complex 7-5,33,
State Treasurer,,D,Laramie,Ron Redo,,5044,TRUE
Superintendent of Public Instruction,,D,Laramie,Michelle L. Hoffman,Holiday Inn/Cheyenne 1-1,195,
Superintendent of Public Instruction,,D,Laramie,Michelle L. Hoffman,Holiday Inn/Cheyenne 1-2,122,
Superintendent of Public Instruction,,D,Laramie,Michelle L. Hoffman,City Fire Headquarters #1 1-3,147,
Superintendent of Public Instruction,,D,Laramie,Michelle L. Hoffman,Laramie County Library 1-4,75,
Superintendent of Public Instruction,,D,Laramie,Michelle L. Hoffman,Kiwanis Community House/Cheyenne 1-5,121,
Superintendent of Public Instruction,,D,Laramie,Michelle L. Hoffman,Kiwanis Community House/Cheyenne 1-6,162,
Superintendent of Public Instruction,,D,Laramie,Michelle L. Hoffman,WY. Emergency Mgmt Agency 1-7,76,
Superintendent of Public Instruction,,D,Laramie,Michelle L. Hoffman,Storey Gym 1-8,167,
Superintendent of Public Instruction,,D,Laramie,Michelle L. Hoffman,Alta Vista Elementary School 1-9,111,
Superintendent of Public Instruction,,D,Laramie,Michelle L. Hoffman,Holiday Inn/Cheyenne 1-10,132,
Superintendent of Public Instruction,,D,Laramie,Michelle L. Hoffman,Westgate Club House/Cheyenne 2-1,78,
Superintendent of Public Instruction,,D,Laramie,Michelle L. Hoffman,Kiwanis Community House/Cheyenne 2-2,86,
Superintendent of Public Instruction,,D,Laramie,Michelle L. Hoffman,Kiwanis Community House/Cheyenne 2-3,63,
Superintendent of Public Instruction,,D,Laramie,Michelle L. Hoffman,City Fire Station #6 2-4,77,
Superintendent of Public Instruction,,D,Laramie,Michelle L. Hoffman,Cheyenne Berean Church 2-5,131,
Superintendent of Public Instruction,,D,Laramie,Michelle L. Hoffman,Hobbs Elementary School 2-6,152,
Superintendent of Public Instruction,,D,Laramie,Michelle L. Hoffman,Kiwanis Community House/Cheyenne 2-7,87,
Superintendent of Public Instruction,,D,Laramie,Michelle L. Hoffman,Cheyenne Berean Church 2-8,142,
Superintendent of Public Instruction,,D,Laramie,Michelle L. Hoffman,Good Shepherd Lutheran Church 2-9,88,
Superintendent of Public Instruction,,D,Laramie,Michelle L. Hoffman,County Governmental Complex 2-10,18,
Superintendent of Public Instruction,,D,Laramie,Michelle L. Hoffman,Cheyenne Housing Authority 2-11,134,
Superintendent of Public Instruction,,D,Laramie,Michelle L. Hoffman,Northwoods Presbyterian Church 2-12,55,
Superintendent of Public Instruction,,D,Laramie,Michelle L. Hoffman,County Government Complex 2-13,8,
Superintendent of Public Instruction,,D,Laramie,Michelle L. Hoffman,Anderson Elementary School 2-14,123,
Superintendent of Public Instruction,,D,Laramie,Michelle L. Hoffman,First Baptist Church 3-1,119,
Superintendent of Public Instruction,,D,Laramie,Michelle L. Hoffman,American Legion Post #6 3-2,111,
Superintendent of Public Instruction,,D,Laramie,Michelle L. Hoffman,First Congregational Church/Cheyenne 3-3,94,
Superintendent of Public Instruction,,D,Laramie,Michelle L. Hoffman,Albin Community Center 6-5,23,
Superintendent of Public Instruction,,D,Laramie,Michelle L. Hoffman,Laramie County Community College 7-1,13,
Superintendent of Public Instruction,,D,Laramie,Michelle L. Hoffman,Davis Elementary School 7-2,5,
Superintendent of Public Instruction,,D,Laramie,Michelle L. Hoffman,Mary Godfrey Playhouse 7-3,0,
Superintendent of Public Instruction,,D,Laramie,Michelle L. Hoffman,Mary Godfrey Playhouse 7-4,21,
Superintendent of Public Instruction,,D,Laramie,Michelle L. Hoffman,County Government Complex 7-5,35,
Superintendent of Public Instruction,,D,Laramie,Michelle L. Hoffman,,5302,TRUE
State Senate,5,D,Laramie,Randall M. Lane,Kiwanis Community House/Cheyenne 1-5,119,
State Senate,5,D,Laramie,Randall M. Lane,Kiwanis Community House/Cheyenne 1-6,159,
State Senate,5,D,Laramie,Randall M. Lane,Westgate Club House/Cheyenne 2-1,78,
State Senate,5,D,Laramie,Randall M. Lane,Kiwanis Community House/Cheyenne 2-2,84,
State Senate,5,D,Laramie,Randall M. Lane,Kiwanis Community House/Cheyenne 2-3,64,
State Senate,5,D,Laramie,Randall M. Lane,City Fire Station #6 2-4,81,
State Senate,5,D,Laramie,Randall M. Lane,Cheyenne Berean Church 2-5,127,
State Senate,5,D,Laramie,Randall M. Lane,Kiwanis Community House/Cheyenne 2-7,84,
State Senate,5,D,Laramie,Randall M. Lane,Davis Elementary School 7-2,5,
State Senate,5,D,Laramie,Randall M. Lane,,930,TRUE
State Senate,7,D,Laramie,Kathryn L. Sessions,Storey Gym 1-8,173,
State Senate,7,D,Laramie,Kathryn L. Sessions,Alta Vista Elementary School 1-9,116,
State Senate,7,D,Laramie,Kathryn L. Sessions,American Legion Post #6 3-2,105,
State Senate,7,D,Laramie,Kathryn L. Sessions,IBEW #415 3-5,212,
State Senate,7,D,Laramie,Kathryn L. Sessions,VFW Post #1881 3-9,125,
State Senate,7,D,Laramie,Kathryn L. Sessions,VFW Post #1881 3-10,114,
State Senate,7,D,Laramie,Kathryn L. Sessions,VFW Post #1881 3-12,90,
State Senate,7,D,Laramie,Kathryn L. Sessions,Laramie County Community College 5-1,122,
State Senate,7,D,Laramie,Kathryn L. Sessions,County Government Complex 7-5,36,
State Senate,7,D,Laramie,Kathryn L. Sessions,,1093,TRUE
U.S. Senate,,D,Laramie,Dale Groutage,First Congregational Church/Cheyenne 3-4,138,
U.S. Senate,,D,Laramie,Dale Groutage,IBEW #415 3-5,204,
U.S. Senate,,D,Laramie,Dale Groutage,St. Andrews Episcopal Church 3-6,153,
U.S. Senate,,D,Laramie,Dale Groutage,Sunnyside Baptist Church 3-7,55,
U.S. Senate,,D,Laramie,Dale Groutage,Dildine Elementary School 3-8,104,
U.S. Senate,,D,Laramie,Dale Groutage,VFW Post #1881 3-9,119,
U.S. Senate,,D,Laramie,Dale Groutage,VFW Post #1881 3-10,110,
U.S. Senate,,D,Laramie,Dale Groutage,VFW Post #1881 3-11,9,
U.S. Senate,,D,Laramie,Dale Groutage,VFW Post #1881 3-12,82,
U.S. Senate,,D,Laramie,Dale Groutage,Willadsen Elementary School 4-1,15,
U.S. Senate,,D,Laramie,Dale Groutage,Gilchrist Elementary School 4-2,50,
U.S. Senate,,D,Laramie,Dale Groutage,Iron Mountain Country Church 4-3,23,
U.S. Senate,,D,Laramie,Dale Groutage,Shrine Club 4-4,36,
U.S. Senate,,D,Laramie,Dale Groutage,Shrine Club 4-5,3,
U.S. Senate,,D,Laramie,Dale Groutage,Shrine Club 4-6,129,
U.S. Senate,,D,Laramie,Dale Groutage,Hitching Post Inn 4-7,84,
U.S. Senate,,D,Laramie,Dale Groutage,Laramie County Community College 4-8,161,
U.S. Senate,,D,Laramie,Dale Groutage,Laramie County Community College 4-9,94,
U.S. Senate,,D,Laramie,Dale Groutage,Laramie County Community College 5-1,121,
U.S. Senate,,D,Laramie,Dale Groutage,Davis Elementary School 5-2,158,
U.S. Senate,,D,Laramie,Dale Groutage,Laramie County Fire Dist. #2 5-3,131,
U.S. Senate,,D,Laramie,Dale Groutage,Cheyenne Hills Church 5-4,120,
U.S. Senate,,D,Laramie,Dale Groutage,Archer Property 5-5,48,
U.S. Senate,,D,Laramie,Dale Groutage,Carpenter Fire Station 6-1,41,
U.S. Senate,,D,Laramie,Dale Groutage,Burns Community Center 6-2,89,
U.S. Senate,,D,Laramie,Dale Groutage,Pine Bluffs High School 6-3,48,
U.S. House,1,D,Laramie,Gary Trauner,Meriden 6-4,4,
U.S. House,1,D,Laramie,Gary Trauner,First Congregational Church/Cheyenne 3-4,147,
U.S. House,1,D,Laramie,Gary Trauner,IBEW #415 3-5,215,
U.S. House,1,D,Laramie,Gary Trauner,St. Andrews Episcopal Church 3-6,154,
U.S. House,1,D,Laramie,Gary Trauner,Sunnyside Baptist Church 3-7,58,
U.S. House,1,D,Laramie,Gary Trauner,Dildine Elementary School 3-8,110,
U.S. House,1,D,Laramie,Gary Trauner,VFW Post #1881 3-9,129,
U.S. House,1,D,Laramie,Gary Trauner,VFW Post #1881 3-10,117,
U.S. House,1,D,Laramie,Gary Trauner,VFW Post #1881 3-11,9,
U.S. House,1,D,Laramie,Gary Trauner,VFW Post #1881 3-12,87,
U.S. House,1,D,Laramie,Gary Trauner,Willadsen Elementary School 4-1,16,
U.S. House,1,D,Laramie,Gary Trauner,Gilchrist Elementary School 4-2,52,
U.S. House,1,D,Laramie,Gary Trauner,Iron Mountain Country Church 4-3,23,
U.S. House,1,D,Laramie,Gary Trauner,Shrine Club 4-4,36,
U.S. House,1,D,Laramie,Gary Trauner,Shrine Club 4-5,3,
U.S. House,1,D,Laramie,Gary Trauner,Shrine Club 4-6,137,
U.S. House,1,D,Laramie,Gary Trauner,Hitching Post Inn 4-7,86,
U.S. House,1,D,Laramie,Gary Trauner,Laramie County Community College 4-8,167,
U.S. House,1,D,Laramie,Gary Trauner,Laramie County Community College 4-9,104,
U.S. House,1,D,Laramie,Gary Trauner,Laramie County Community College 5-1,125,
U.S. House,1,D,Laramie,Gary Trauner,Davis Elementary School 5-2,169,
U.S. House,1,D,Laramie,Gary Trauner,Laramie County Fire Dist. #2 5-3,135,
U.S. House,1,D,Laramie,Gary Trauner,Cheyenne Hills Church 5-4,123,
U.S. House,1,D,Laramie,Gary Trauner,Archer Property 5-5,48,
U.S. House,1,D,Laramie,Gary Trauner,Carpenter Fire Station 6-1,45,
U.S. House,1,D,Laramie,Gary Trauner,Burns Community Center 6-2,94,
U.S. House,1,D,Laramie,Gary Trauner,Pine Bluffs High School 6-3,50,
Governor,,D,Laramie,Dave Freudenthal,Meriden 6-4,3,
Governor,,D,Laramie,Dave Freudenthal,First Congregational Church/Cheyenne 3-4,148,
Governor,,D,Laramie,Dave Freudenthal,IBEW #415 3-5,210,
Governor,,D,Laramie,Dave Freudenthal,St. Andrews Episcopal Church 3-6,135,
Governor,,D,Laramie,Dave Freudenthal,Sunnyside Baptist Church 3-7,46,
Governor,,D,Laramie,Dave Freudenthal,Dildine Elementary School 3-8,112,
Governor,,D,Laramie,Dave Freudenthal,VFW Post #1881 3-9,126,
Governor,,D,Laramie,Dave Freudenthal,VFW Post #1881 3-10,124,
Governor,,D,Laramie,Dave Freudenthal,VFW Post #1881 3-11,9,
Governor,,D,Laramie,Dave Freudenthal,VFW Post #1881 3-12,91,
Governor,,D,Laramie,Dave Freudenthal,Willadsen Elementary School 4-1,16,
Governor,,D,Laramie,Dave Freudenthal,Gilchrist Elementary School 4-2,58,
Governor,,D,Laramie,Dave Freudenthal,Iron Mountain Country Church 4-3,27,
Governor,,D,Laramie,Dave Freudenthal,Shrine Club 4-4,35,
Governor,,D,Laramie,Dave Freudenthal,Shrine Club 4-5,1,
Governor,,D,Laramie,Dave Freudenthal,Shrine Club 4-6,143,
Governor,,D,Laramie,Dave Freudenthal,Hitching Post Inn 4-7,84,
Governor,,D,Laramie,Dave Freudenthal,Laramie County Community College 4-8,164,
Governor,,D,Laramie,Dave Freudenthal,Laramie County Community College 4-9,95,
Governor,,D,Laramie,Dave Freudenthal,Laramie County Community College 5-1,111,
