office,district,party,county,candidate,precinct,votes,winner
Governor,,D,Crook,Al Hamburg,Moorcroft West Side 18-1,2,
Governor,,D,Crook,Al Hamburg,Moorcroft East Side 18-2,1,
Governor,,D,Crook,Al Hamburg,New Haven Community Bldg. 23-23,0,
Governor,,D,Crook,Al Hamburg,Colony Community Bldg. 24-24,0,
Governor,,D,Crook,Al Hamburg,Oshoto Community Bldg. 26-26,1,
Governor,,D,Crook,Al Hamburg,,15,
State Auditor,,D,Crook,Bill Eikenberry,Sundance Inside North 1-1,22,
State Auditor,,D,Crook,Bill Eikenberry,Sundance Inside South 1-2,22,
State Auditor,,D,Crook,Bill Eikenberry,Sundance Outside 2-2,33,
State Auditor,,D,Crook,Bill Eikenberry,Beulah Community Bldg. 3-3,6,
State Auditor,,D,Crook,Bill Eikenberry,Aladdin Community 7-7,7,
State Auditor,,D,Crook,Bill Eikenberry,Alva Church 9-9,2,
State Auditor,,D,Crook,Bill Eikenberry,Tower Junction 11-11,4,
State Auditor,,D,Crook,Bill Eikenberry,Elmore 12-12,8,
State Auditor,,D,Crook,Bill Eikenberry,Hulett Outside 13-13,3,
State Auditor,,D,Crook,Bill Eikenberry,Hulett Inside 14-14,9,
State Auditor,,D,Crook,Bill Eikenberry,Pine Haven Town Hall 15-15,19,
State Auditor,,D,Crook,Bill Eikenberry,Moorcroft Outside 16-16,7,
State Auditor,,D,Crook,Bill Eikenberry,Moorcroft West Side 18-1,22,
State Auditor,,D,Crook,Bill Eikenberry,Moorcroft East Side 18-2,9,
State Auditor,,D,Crook,Bill Eikenberry,New Haven Community Bldg. 23-23,1,
State Auditor,,D,Crook,Bill Eikenberry,Colony Community Bldg. 24-24,1,
State Auditor,,D,Crook,Bill Eikenberry,Oshoto Community Bldg. 26-26,1,
State Auditor,,D,Crook,Bill Eikenberry,,176,TRUE
State Treasurer,,D,Crook,Ron Redo,Sundance Inside North 1-1,24,
State Treasurer,,D,Crook,Ron Redo,Sundance Inside South 1-2,22,
State Treasurer,,D,Crook,Ron Redo,Sundance Outside 2-2,32,
State Treasurer,,D,Crook,Ron Redo,Beulah Community Bldg. 3-3,7,
State Treasurer,,D,Crook,Ron Redo,Aladdin Community 7-7,7,
State Treasurer,,D,Crook,Ron Redo,Alva Church 9-9,1,
State Treasurer,,D,Crook,Ron Redo,Tower Junction 11-11,3,
State Treasurer,,D,Crook,Ron Redo,Elmore 12-12,9,
State Treasurer,,D,Crook,Ron Redo,Hulett Outside 13-13,3,
State Treasurer,,D,Crook,Ron Redo,Hulett Inside 14-14,9,
State Treasurer,,D,Crook,Ron Redo,Pine Haven Town Hall 15-15,20,
State Treasurer,,D,Crook,Ron Redo,Moorcroft Outside 16-16,7,
State Treasurer,,D,Crook,Ron Redo,Moorcroft West Side 18-1,20,
State Treasurer,,D,Crook,Ron Redo,Moorcroft East Side 18-2,9,
State Treasurer,,D,Crook,Ron Redo,New Haven Community Bldg. 23-23,1,
State Treasurer,,D,Crook,Ron Redo,Colony Community Bldg. 24-24,1,
State Treasurer,,D,Crook,Ron Redo,Oshoto Community Bldg. 26-26,1,
State Treasurer,,D,Crook,Ron Redo,,176,TRUE
Superintendent of Public Instruction,,D,Crook,Michelle L. Hoffman,Sundance Inside North 1-1,24,
Superintendent of Public Instruction,,D,Crook,Michelle L. Hoffman,Sundance Inside South 1-2,21,
Superintendent of Public Instruction,,D,Crook,Michelle L. Hoffman,Sundance Outside 2-2,32,
Superintendent of Public Instruction,,D,Crook,Michelle L. Hoffman,Beulah Community Bldg. 3-3,6,
Superintendent of Public Instruction,,D,Crook,Michelle L. Hoffman,Aladdin Community 7-7,8,
Superintendent of Public Instruction,,D,Crook,Michelle L. Hoffman,Alva Church 9-9,3,
Superintendent of Public Instruction,,D,Crook,Michelle L. Hoffman,Tower Junction 11-11,3,
Superintendent of Public Instruction,,D,Crook,Michelle L. Hoffman,Elmore 12-12,9,
Superintendent of Public Instruction,,D,Crook,Michelle L. Hoffman,Hulett Outside 13-13,5,
Superintendent of Public Instruction,,D,Crook,Michelle L. Hoffman,Hulett Inside 14-14,7,
Superintendent of Public Instruction,,D,Crook,Michelle L. Hoffman,Pine Haven Town Hall 15-15,21,
Superintendent of Public Instruction,,D,Crook,Michelle L. Hoffman,Moorcroft Outside 16-16,7,
Superintendent of Public Instruction,,D,Crook,Michelle L. Hoffman,Moorcroft West Side 18-1,21,
Superintendent of Public Instruction,,D,Crook,Michelle L. Hoffman,Moorcroft East Side 18-2,9,
Superintendent of Public Instruction,,D,Crook,Michelle L. Hoffman,New Haven Community Bldg. 23-23,0,
Superintendent of Public Instruction,,D,Crook,Michelle L. Hoffman,Colony Community Bldg. 24-24,1,
Superintendent of Public Instruction,,D,Crook,Michelle L. Hoffman,Oshoto Community Bldg. 26-26,1,
Superintendent of Public Instruction,,D,Crook,Michelle L. Hoffman,,178,
