office,district,party,county,candidate,precinct,votes,winner
Governor,,D,Campbell,Al Hamburg,Central Pavilion Camplex 1-7,2,
Governor,,D,Campbell,Al Hamburg,Central Pavilion Camplex 1-8,1,
Governor,,D,Campbell,Al Hamburg,Central Pavilion Camplex 1-9,0,
Governor,,D,Campbell,Al Hamburg,Central Pavilion Camplex 1-10,5,
Governor,,D,Campbell,Al Hamburg,Central Pavilion Camplex 1-11,1,
Governor,,D,Campbell,Al Hamburg,Central Pavilion Camplex 1-12,1,
Governor,,D,Campbell,Al Hamburg,Central Pavilion Camplex 1-13,1,
Governor,,D,Campbell,Al Hamburg,Central Pavilion Camplex 1-14,1,
Governor,,D,Campbell,Al Hamburg,Central Pavilion Camplex 1-15,3,
Governor,,D,Campbell,Al Hamburg,Central Pavilion Camplex 1-16,4,
Governor,,D,Campbell,Al Hamburg,Central Pavilion Camplex 1-17,3,
Governor,,D,Campbell,Al Hamburg,Central Pavilion Camplex 1-18,2,
Governor,,D,Campbell,Al Hamburg,Central Pavilion Camplex 1-19,3,
Governor,,D,Campbell,Al Hamburg,Central Pavilion Camplex 1-20,0,
Governor,,D,Campbell,Al Hamburg,Central Pavilion Camplex 1-21,1,
Governor,,D,Campbell,Al Hamburg,Central Pavilion Camplex 2-1,6,
Governor,,D,Campbell,Al Hamburg,Central Pavilion Camplex 3-1,4,
Governor,,D,Campbell,Al Hamburg,Rozet School 4-1,4,
Governor,,D,Campbell,Al Hamburg,Antelope Valley Baptist Church/Gillette 5-1,5,
Governor,,D,Campbell,Al Hamburg,Rawhide School/Gillette 6-1,0,
Governor,,D,Campbell,Al Hamburg,Recluse School 7-1,5,
Governor,,D,Campbell,Al Hamburg,Little Powder School/Weston 8-1,0,
State Auditor,,D,Campbell,Bill Eikenberry,Central Pavilion Camplex 1-1,16,
State Auditor,,D,Campbell,Bill Eikenberry,Central Pavilion Camplex 1-2,18,
State Auditor,,D,Campbell,Bill Eikenberry,Central Pavilion Camplex 1-3,10,
State Auditor,,D,Campbell,Bill Eikenberry,Central Pavilion Camplex 1-4,22,
State Auditor,,D,Campbell,Bill Eikenberry,Central Pavilion Camplex 1-5,23,
State Auditor,,D,Campbell,Bill Eikenberry,Central Pavilion Camplex 1-7,14,
State Auditor,,D,Campbell,Bill Eikenberry,Central Pavilion Camplex 1-8,15,
State Auditor,,D,Campbell,Bill Eikenberry,Central Pavilion Camplex 1-9,12,
State Auditor,,D,Campbell,Bill Eikenberry,Central Pavilion Camplex 1-10,18,
State Auditor,,D,Campbell,Bill Eikenberry,Central Pavilion Camplex 1-11,10,
State Auditor,,D,Campbell,Bill Eikenberry,Central Pavilion Camplex 1-12,10,
State Auditor,,D,Campbell,Bill Eikenberry,Central Pavilion Camplex 1-13,12,
State Auditor,,D,Campbell,Bill Eikenberry,Central Pavilion Camplex 1-14,27,
State Auditor,,D,Campbell,Bill Eikenberry,Central Pavilion Camplex 1-15,11,
State Auditor,,D,Campbell,Bill Eikenberry,Central Pavilion Camplex 1-16,24,
State Auditor,,D,Campbell,Bill Eikenberry,Central Pavilion Camplex 1-17,27,
State Auditor,,D,Campbell,Bill Eikenberry,Central Pavilion Camplex 1-18,20,
State Auditor,,D,Campbell,Bill Eikenberry,Central Pavilion Camplex 1-19,17,
State Auditor,,D,Campbell,Bill Eikenberry,Central Pavilion Camplex 1-20,5,
State Auditor,,D,Campbell,Bill Eikenberry,Central Pavilion Camplex 1-21,3,
State Auditor,,D,Campbell,Bill Eikenberry,Central Pavilion Camplex 2-1,10,
State Auditor,,D,Campbell,Bill Eikenberry,Central Pavilion Camplex 3-1,18,
State Auditor,,D,Campbell,Bill Eikenberry,Rozet School 4-1,19,
State Auditor,,D,Campbell,Bill Eikenberry,Antelope Valley Baptist Church/Gillette 5-1,25,
State Auditor,,D,Campbell,Bill Eikenberry,Rawhide School/Gillette 6-1,9,
State Auditor,,D,Campbell,Bill Eikenberry,Recluse School 7-1,6,
State Auditor,,D,Campbell,Bill Eikenberry,Little Powder School/Weston 8-1,2,
State Treasurer,,D,Campbell,Ron Redo,Central Pavilion Camplex 1-1,16,
State Treasurer,,D,Campbell,Ron Redo,Central Pavilion Camplex 1-2,14,
State Treasurer,,D,Campbell,Ron Redo,Central Pavilion Camplex 1-3,10,
State Treasurer,,D,Campbell,Ron Redo,Central Pavilion Camplex 1-4,22,
State Treasurer,,D,Campbell,Ron Redo,Central Pavilion Camplex 1-5,21,
State Treasurer,,D,Campbell,Ron Redo,Central Pavilion Camplex 1-7,13,
State Treasurer,,D,Campbell,Ron Redo,Central Pavilion Camplex 1-8,14,
State Treasurer,,D,Campbell,Ron Redo,Central Pavilion Camplex 1-9,13,
State Treasurer,,D,Campbell,Ron Redo,Central Pavilion Camplex 1-10,21,
State Treasurer,,D,Campbell,Ron Redo,Central Pavilion Camplex 1-11,9,
State Treasurer,,D,Campbell,Ron Redo,Central Pavilion Camplex 1-12,13,
State Treasurer,,D,Campbell,Ron Redo,Central Pavilion Camplex 1-13,12,
State Treasurer,,D,Campbell,Ron Redo,Central Pavilion Camplex 1-14,26,
State Treasurer,,D,Campbell,Ron Redo,Central Pavilion Camplex 1-15,11,
State Treasurer,,D,Campbell,Ron Redo,Central Pavilion Camplex 1-16,27,
State Treasurer,,D,Campbell,Ron Redo,Central Pavilion Camplex 1-17,24,
State Treasurer,,D,Campbell,Ron Redo,Central Pavilion Camplex 1-18,20,
State Treasurer,,D,Campbell,Ron Redo,Central Pavilion Camplex 1-19,16,
State Treasurer,,D,Campbell,Ron Redo,Central Pavilion Camplex 1-20,4,
State Treasurer,,D,Campbell,Ron Redo,Central Pavilion Camplex 1-21,3,
State Treasurer,,D,Campbell,Ron Redo,Central Pavilion Camplex 2-1,10,
State Treasurer,,D,Campbell,Ron Redo,Central Pavilion Camplex 3-1,18,
State Treasurer,,D,Campbell,Ron Redo,Rozet School 4-1,19,
State Treasurer,,D,Campbell,Ron Redo,Antelope Valley Baptist Church/Gillette 5-1,21,
State Treasurer,,D,Campbell,Ron Redo,Rawhide School/Gillette 6-1,8,
State Treasurer,,D,Campbell,Ron Redo,Recluse School 7-1,6,
State Treasurer,,D,Campbell,Ron Redo,Little Powder School/Weston 8-1,2,
Superintendent of Public Instruction,,D,Campbell,Michelle L. Hoffman,Central Pavilion Camplex 1-1,17,
Superintendent of Public Instruction,,D,Campbell,Michelle L. Hoffman,Central Pavilion Camplex 1-2,18,
Superintendent of Public Instruction,,D,Campbell,Michelle L. Hoffman,Central Pavilion Camplex 1-3,9,
Superintendent of Public Instruction,,D,Campbell,Michelle L. Hoffman,Central Pavilion Camplex 1-4,22,
Superintendent of Public Instruction,,D,Campbell,Michelle L. Hoffman,Central Pavilion Camplex 1-5,23,
Superintendent of Public Instruction,,D,Campbell,Michelle L. Hoffman,Central Pavilion Camplex 1-7,14,
Superintendent of Public Instruction,,D,Campbell,Michelle L. Hoffman,Central Pavilion Camplex 1-8,14,
Superintendent of Public Instruction,,D,Campbell,Michelle L. Hoffman,Central Pavilion Camplex 1-9,13,
Superintendent of Public Instruction,,D,Campbell,Michelle L. Hoffman,Central Pavilion Camplex 1-10,21,
Superintendent of Public Instruction,,D,Campbell,Michelle L. Hoffman,Central Pavilion Camplex 1-11,10,
Superintendent of Public Instruction,,D,Campbell,Michelle L. Hoffman,Central Pavilion Camplex 1-12,14,
Superintendent of Public Instruction,,D,Campbell,Michelle L. Hoffman,Central Pavilion Camplex 1-13,10,
Superintendent of Public Instruction,,D,Campbell,Michelle L. Hoffman,Central Pavilion Camplex 1-14,27,
Superintendent of Public Instruction,,D,Campbell,Michelle L. Hoffman,Central Pavilion Camplex 1-15,11,
Superintendent of Public Instruction,,D,Campbell,Michelle L. Hoffman,Central Pavilion Camplex 1-16,26,
Superintendent of Public Instruction,,D,Campbell,Michelle L. Hoffman,Central Pavilion Camplex 1-17,27,
Superintendent of Public Instruction,,D,Campbell,Michelle L. Hoffman,Central Pavilion Camplex 1-18,20,
Superintendent of Public Instruction,,D,Campbell,Michelle L. Hoffman,Central Pavilion Camplex 1-19,17,
Superintendent of Public Instruction,,D,Campbell,Michelle L. Hoffman,Central Pavilion Camplex 1-20,5,
Superintendent of Public Instruction,,D,Campbell,Michelle L. Hoffman,Central Pavilion Camplex 1-21,3,
Superintendent of Public Instruction,,D,Campbell,Michelle L. Hoffman,Central Pavilion Camplex 2-1,10,
Superintendent of Public Instruction,,D,Campbell,Michelle L. Hoffman,Central Pavilion Camplex 3-1,17,
Superintendent of Public Instruction,,D,Campbell,Michelle L. Hoffman,Rozet School 4-1,18,
Superintendent of Public Instruction,,D,Campbell,Michelle L. Hoffman,Antelope Valley Baptist Church/Gillette 5-1,24,
Superintendent of Public Instruction,,D,Campbell,Michelle L. Hoffman,Rawhide School/Gillette 6-1,8,
Superintendent of Public Instruction,,D,Campbell,Michelle L. Hoffman,Recluse School 7-1,5,
Superintendent of Public Instruction,,D,Campbell,Michelle L. Hoffman,Little Powder School/Weston 8-1,2,
State Senate,23,D,Campbell,Leland (L.J.) Turner,Central Pavilion Camplex 1-1,16,
State Senate,23,D,Campbell,Leland (L.J.) Turner,Central Pavilion Camplex 1-17,27,
State Senate,23,D,Campbell,Leland (L.J.) Turner,Central Pavilion Camplex 1-18,20,
State Senate,23,D,Campbell,Leland (L.J.) Turner,Central Pavilion Camplex 1-20,3,
State Senate,23,D,Campbell,Leland (L.J.) Turner,Central Pavilion Camplex 1-21,3,
State Senate,23,D,Campbell,Leland (L.J.) Turner,Central Pavilion Camplex 2-1,10,
State Senate,23,D,Campbell,Leland (L.J.) Turner,Central Pavilion Camplex 3-1,18,
State Senate,23,D,Campbell,Leland (L.J.) Turner,Rozet School 4-1,19,
State Senate,23,D,Campbell,Leland (L.J.) Turner,Antelope Valley Baptist Church/Gillette 5-1,23,
State Senate,23,D,Campbell,Leland (L.J.) Turner,Rawhide School/Gillette 6-1,8,
State Senate,23,D,Campbell,Leland (L.J.) Turner,Recluse School 7-1,5,
State Senate,23,D,Campbell,Leland (L.J.) Turner,Little Powder School/Weston 8-1,2,
State House,32,D,Campbell,Duffy Jenniges,Central Pavilion Camplex 1-2,16,
State House,32,D,Campbell,Duffy Jenniges,Central Pavilion Camplex 1-11,8,
State House,32,D,Campbell,Duffy Jenniges,Central Pavilion Camplex 1-12,12,
State House,32,D,Campbell,Duffy Jenniges,Central Pavilion Camplex 1-13,12,
State House,32,D,Campbell,Duffy Jenniges,Central Pavilion Camplex 1-14,27,
State House,32,D,Campbell,Duffy Jenniges,Central Pavilion Camplex 1-15,11,
State House,32,D,Campbell,Duffy Jenniges,Central Pavilion Camplex 1-16,24,
State House,32,D,Campbell,Duffy Jenniges,Central Pavilion Camplex 1-19,16,
State House,32,D,Campbell,Duffy Jenniges,,126,TRUE
U.S. Senate,,D,Campbell,Dale Groutage,First Methodist Church/Gillette 9-1,14,
U.S. Senate,,D,Campbell,Dale Groutage,Wright Town Hall 12-1,3,
U.S. Senate,,D,Campbell,Dale Groutage,4-J School/Gillette 13-1,2,
U.S. Senate,,D,Campbell,Dale Groutage,Wright Town Hall 14-1,38,
U.S. Senate,,D,Campbell,Dale Groutage,Wright Town Hall 14-2,8,
U.S. Senate,,D,Campbell,Dale Groutage,Central Pavilion Camplex 18-1,27,
U.S. Senate,,D,Campbell,Dale Groutage,Antelope Valley Baptist Church/Gillette 19-1,15,
U.S. Senate,,D,Campbell,Dale Groutage,Antelope Valley Baptist Church/Gillette 22-1,24,
U.S. Senate,,D,Campbell,Dale Groutage,,525,
U.S. Senate,,D,Campbell,Gary Trauner,First Methodist Church/Gillette 9-1,14,
U.S. Senate,,D,Campbell,Gary Trauner,Wright Town Hall 12-1,3,
U.S. Senate,,D,Campbell,Gary Trauner,4-J School/Gillette 13-1,2,
U.S. Senate,,D,Campbell,Gary Trauner,Wright Town Hall 14-1,37,
U.S. Senate,,D,Campbell,Gary Trauner,Wright Town Hall 14-2,7,
U.S. Senate,,D,Campbell,Gary Trauner,Central Pavilion Camplex 18-1,28,
U.S. Senate,,D,Campbell,Gary Trauner,Antelope Valley Baptist Church/Gillette 19-1,15,
U.S. Senate,,D,Campbell,Gary Trauner,Antelope Valley Baptist Church/Gillette 22-1,25,
U.S. Senate,,D,Campbell,Gary Trauner,,532,TRUE
Governor,,D,Campbell,Dave Freudenthal,First Methodist Church/Gillette 9-1,12,
Governor,,D,Campbell,Dave Freudenthal,Wright Town Hall 12-1,3,
Governor,,D,Campbell,Dave Freudenthal,4-J School/Gillette 13-1,1,
Governor,,D,Campbell,Dave Freudenthal,Wright Town Hall 14-1,37,
Governor,,D,Campbell,Dave Freudenthal,Wright Town Hall 14-2,5,
Governor,,D,Campbell,Dave Freudenthal,Central Pavilion Camplex 18-1,29,
Governor,,D,Campbell,Dave Freudenthal,Antelope Valley Baptist Church/Gillette 19-1,13,
Governor,,D,Campbell,Dave Freudenthal,Antelope Valley Baptist Church/Gillette 22-1,27,
Governor,,D,Campbell,Dave Freudenthal,,531,TRUE
Governor,,D,Campbell,Al Hamburg,First Methodist Church/Gillette 9-1,4,
Governor,,D,Campbell,Al Hamburg,Wright Town Hall 12-1,0,
Governor,,D,Campbell,Al Hamburg,4-J School/Gillette 13-1,1,
Governor,,D,Campbell,Al Hamburg,Wright Town Hall 14-1,7,
Governor,,D,Campbell,Al Hamburg,Wright Town Hall 14-2,2,
Governor,,D,Campbell,Al Hamburg,Central Pavilion Camplex 18-1,5,
Governor,,D,Campbell,Al Hamburg,Antelope Valley Baptist Church/Gillette 19-1,2,
Governor,,D,Campbell,Al Hamburg,Antelope Valley Baptist Church/Gillette 22-1,2,
Governor,,D,Campbell,Al Hamburg,,83,
State Auditor,,D,Campbell,Bill Eikenberry,First Methodist Church/Gillette 9-1,14,
State Auditor,,D,Campbell,Bill Eikenberry,Wright Town Hall 12-1,3,
State Auditor,,D,Campbell,Bill Eikenberry,4-J School/Gillette 13-1,2,
State Auditor,,D,Campbell,Bill Eikenberry,Wright Town Hall 14-1,36,
State Auditor,,D,Campbell,Bill Eikenberry,Wright Town Hall 14-2,8,
State Auditor,,D,Campbell,Bill Eikenberry,Central Pavilion Camplex 18-1,30,
State Auditor,,D,Campbell,Bill Eikenberry,Antelope Valley Baptist Church/Gillette 19-1,15,
State Auditor,,D,Campbell,Bill Eikenberry,Antelope Valley Baptist Church/Gillette 22-1,24,
State Auditor,,D,Campbell,Bill Eikenberry,,535,TRUE
State Treasurer,,D,Campbell,Ron Redo,First Methodist Church/Gillette 9-1,15,
State Treasurer,,D,Campbell,Ron Redo,Wright Town Hall 12-1,2,
State Treasurer,,D,Campbell,Ron Redo,4-J School/Gillette 13-1,2,
State Treasurer,,D,Campbell,Ron Redo,Wright Town Hall 14-1,35,
State Treasurer,,D,Campbell,Ron Redo,Wright Town Hall 14-2,8,
State Treasurer,,D,Campbell,Ron Redo,Central Pavilion Camplex 18-1,28,
State Treasurer,,D,Campbell,Ron Redo,Antelope Valley Baptist Church/Gillette 19-1,15,
State Treasurer,,D,Campbell,Ron Redo,Antelope Valley Baptist Church/Gillette 22-1,23,
State Treasurer,,D,Campbell,Ron Redo,,521,TRUE
Superintendent of Public Instruction,,D,Campbell,Michelle L. Hoffman,First Methodist Church/Gillette 9-1,14,
Superintendent of Public Instruction,,D,Campbell,Michelle L. Hoffman,Wright Town Hall 12-1,3,
Superintendent of Public Instruction,,D,Campbell,Michelle L. Hoffman,4-J School/Gillette 13-1,2,
Superintendent of Public Instruction,,D,Campbell,Michelle L. Hoffman,Wright Town Hall 14-1,34,
Superintendent of Public Instruction,,D,Campbell,Michelle L. Hoffman,Wright Town Hall 14-2,7,
Superintendent of Public Instruction,,D,Campbell,Michelle L. Hoffman,Central Pavilion Camplex 18-1,27,
Superintendent of Public Instruction,,D,Campbell,Michelle L. Hoffman,Antelope Valley Baptist Church/Gillette 19-1,15,
Superintendent of Public Instruction,,D,Campbell,Michelle L. Hoffman,Antelope Valley Baptist Church/Gillette 22-1,26,
Superintendent of Public Instruction,,D,Campbell,Michelle L. Hoffman,,533,TRUE
State Senate,23,D,Campbell,Leland (L.J.) Turner,First Methodist Church/Gillette 9-1,15,
State Senate,23,D,Campbell,Leland (L.J.) Turner,Wright Town Hall 12-1,3,
State Senate,23,D,Campbell,Leland (L.J.) Turner,4-J School/Gillette 13-1,2,
State Senate,23,D,Campbell,Leland (L.J.) Turner,Wright Town Hall 14-1,36,
State Senate,23,D,Campbell,Leland (L.J.) Turner,Wright Town Hall 14-2,8,
State Senate,23,D,Campbell,Leland (L.J.) Turner,Central Pavilion Camplex 18-1,28,
State Senate,23,D,Campbell,Leland (L.J.) Turner,Antelope Valley Baptist Church/Gillette 19-1,14,
State Senate,23,D,Campbell,Leland (L.J.) Turner,Antelope Valley Baptist Church/Gillette 22-1,25,
State Senate,23,D,Campbell,Leland (L.J.) Turner,,285,TRUE
