office,district,party,county,candidate,precinct,votes,winner
U.S. Senate,,D,Natrona,Dale Groutage,Roosevelt School 1-1,100,
U.S. Senate,,D,Natrona,Dale Groutage,Natrona County Library 1-2,70,
U.S. Senate,,D,Natrona,Dale Groutage,Dean Morgan Junior High School 1-3,84,
U.S. Senate,,D,Natrona,Dale Groutage,Casper College 1-4,70,
U.S. Senate,,D,Natrona,Dale Groutage,Jefferson School 1-5,55,
U.S. Senate,,D,Natrona,Dale Groutage,Grant School 1-6,104,
U.S. Senate,,D,Natrona,Dale Groutage,Senior Citizens' Center 1-7,55,
U.S. Senate,,D,Natrona,Dale Groutage,Seventh Day Adventist School 1-9,50,
U.S. Senate,,D,Natrona,Dale Groutage,Crest Hill School 1-11,56,
U.S. Senate,,D,Natrona,Dale Groutage,Willard School 1-12,34,
U.S. Senate,,D,Natrona,Dale Groutage,Westwood School 2-1,128,
U.S. Senate,,D,Natrona,Dale Groutage,McKinley School 2-2,119,
U.S. Senate,,D,Natrona,Dale Groutage,CY Junior High School 2-3,78,
U.S. Senate,,D,Natrona,Dale Groutage,Southridge School 2-4,73,
U.S. Senate,,D,Natrona,Dale Groutage,Casper Shrine Club 2-6,81,
U.S. Senate,,D,Natrona,Dale Groutage,Paradise Valley School 2-7,94,
U.S. Senate,,D,Natrona,Dale Groutage,Oregon Trail School 2-8,90,
U.S. Senate,,D,Natrona,Dale Groutage,Shepherd of the Valley Care Ctr. 2-9,48,
U.S. Senate,,D,Natrona,Dale Groutage,Bethel Baptist Church 2-10,59,
U.S. Senate,,D,Natrona,Dale Groutage,University Park School 3-2,114,
U.S. Senate,,D,Natrona,Dale Groutage,Pineview School 3-3,114,
U.S. Senate,,D,Natrona,Dale Groutage,Sagewood School 3-4,107,
U.S. Senate,,D,Natrona,Dale Groutage,Kelly Walsh High School 3-5,89,
U.S. Senate,,D,Natrona,Dale Groutage,Manor Heights School 3-6,66,
U.S. Senate,,D,Natrona,Dale Groutage,First Assembly of God Church 3-8,114,
U.S. Senate,,D,Natrona,Dale Groutage,Verda James School 3-9,51,
U.S. Senate,,D,Natrona,Dale Groutage,Centennial Junior High School 3-10,66,
U.S. Senate,,D,Natrona,Dale Groutage,Evansville School 4-1,92,
U.S. Senate,,D,Natrona,Dale Groutage,Evansville School - Out 4-2,42,
U.S. Senate,,D,Natrona,Dale Groutage,Hat Six Ranch 5-1,9,
U.S. Senate,,D,Natrona,Dale Groutage,Midwest Town Hall 7-1,25,
U.S. Senate,,D,Natrona,Dale Groutage,Edgerton Town Hall 7-2,10,
U.S. Senate,,D,Natrona,Dale Groutage,Mills Community Center 8-1,141,
U.S. Senate,,D,Natrona,Dale Groutage,Mountain View School 8-2,61,
U.S. Senate,,D,Natrona,Dale Groutage,Wardwell Water & Sewer 8-3,60,
U.S. Senate,,D,Natrona,Dale Groutage,Vista West Christian Church 8-4,85,
U.S. Senate,,D,Natrona,Dale Groutage,Bar Nunn School 8-5,67,
U.S. Senate,,D,Natrona,Dale Groutage,WY Game and Fish 9-1,56,
U.S. Senate,,D,Natrona,Dale Groutage,Red Creek School 11-1,5,
U.S. Senate,,D,Natrona,Dale Groutage,Alcova School 11-2,6,
U.S. Senate,,D,Natrona,Dale Groutage,Fish Hatchery 11-3,16,
U.S. Senate,,D,Natrona,Dale Groutage,Poison Spider School 11-4,4,
U.S. Senate,,D,Natrona,Dale Groutage,St. Stephen's Church 12-2,12,
U.S. Senate,,D,Natrona,Dale Groutage,Bressler Ranch 13-1,3,
U.S. Senate,,D,Natrona,Dale Groutage,Powder River School 13-2,6,
U.S. Senate,,D,Natrona,Dale Groutage,Upper Willow Creek School 14-1,0,
U.S. Senate,,D,Natrona,Dale Groutage,,2869,TRUE
U.S. House,1,D,Natrona,Gary Trauner,Roosevelt School 1-1,99,
U.S. House,1,D,Natrona,Gary Trauner,Natrona County Library 1-2,74,
U.S. House,1,D,Natrona,Gary Trauner,Dean Morgan Junior High School 1-3,93,
U.S. House,1,D,Natrona,Gary Trauner,Casper College 1-4,79,
U.S. House,1,D,Natrona,Gary Trauner,Jefferson School 1-5,67,
U.S. House,1,D,Natrona,Gary Trauner,Grant School 1-6,108,
U.S. House,1,D,Natrona,Gary Trauner,Senior Citizens' Center 1-7,58,
U.S. House,1,D,Natrona,Gary Trauner,Seventh Day Adventist School 1-9,52,
U.S. House,1,D,Natrona,Gary Trauner,Crest Hill School 1-11,61,
U.S. House,1,D,Natrona,Gary Trauner,Willard School 1-12,31,
U.S. House,1,D,Natrona,Gary Trauner,Westwood School 2-1,133,
U.S. House,1,D,Natrona,Gary Trauner,McKinley School 2-2,122,
U.S. House,1,D,Natrona,Gary Trauner,CY Junior High School 2-3,83,
U.S. House,1,D,Natrona,Gary Trauner,Southridge School 2-4,82,
U.S. House,1,D,Natrona,Gary Trauner,Casper Shrine Club 2-6,87,
U.S. House,1,D,Natrona,Gary Trauner,Paradise Valley School 2-7,96,
U.S. House,1,D,Natrona,Gary Trauner,Oregon Trail School 2-8,94,
U.S. House,1,D,Natrona,Gary Trauner,Shepherd of the Valley Care Ctr. 2-9,48,
U.S. House,1,D,Natrona,Gary Trauner,Bethel Baptist Church 2-10,67,
U.S. House,1,D,Natrona,Gary Trauner,University Park School 3-2,128,
U.S. House,1,D,Natrona,Gary Trauner,Pineview School 3-3,121,
U.S. House,1,D,Natrona,Gary Trauner,Sagewood School 3-4,127,
U.S. House,1,D,Natrona,Gary Trauner,Kelly Walsh High School 3-5,91,
U.S. House,1,D,Natrona,Gary Trauner,Manor Heights School 3-6,75,
U.S. House,1,D,Natrona,Gary Trauner,First Assembly of God Church 3-8,121,
U.S. House,1,D,Natrona,Gary Trauner,Verda James School 3-9,52,
U.S. House,1,D,Natrona,Gary Trauner,Centennial Junior High School 3-10,73,
U.S. House,1,D,Natrona,Gary Trauner,Evansville School 4-1,95,
U.S. House,1,D,Natrona,Gary Trauner,Evansville School - Out 4-2,46,
U.S. House,1,D,Natrona,Gary Trauner,Hat Six Ranch 5-1,8,
U.S. House,1,D,Natrona,Gary Trauner,Midwest Town Hall 7-1,22,
U.S. House,1,D,Natrona,Gary Trauner,Edgerton Town Hall 7-2,10,
U.S. House,1,D,Natrona,Gary Trauner,Mills Community Center 8-1,143,
U.S. House,1,D,Natrona,Gary Trauner,Mountain View School 8-2,59,
U.S. House,1,D,Natrona,Gary Trauner,Wardwell Water & Sewer 8-3,61,
U.S. House,1,D,Natrona,Gary Trauner,Vista West Christian Church 8-4,89,
U.S. House,1,D,Natrona,Gary Trauner,Bar Nunn School 8-5,77,
U.S. House,1,D,Natrona,Gary Trauner,WY Game and Fish 9-1,61,
U.S. House,1,D,Natrona,Gary Trauner,Red Creek School 11-1,5,
U.S. House,1,D,Natrona,Gary Trauner,Alcova School 11-2,6,
U.S. House,1,D,Natrona,Gary Trauner,Fish Hatchery 11-3,20,
U.S. House,1,D,Natrona,Gary Trauner,Poison Spider School 11-4,4,
U.S. House,1,D,Natrona,Gary Trauner,St. Stephen's Church 12-2,18,
U.S. House,1,D,Natrona,Gary Trauner,Bressler Ranch 13-1,3,
U.S. House,1,D,Natrona,Gary Trauner,Powder River School 13-2,6,
U.S. House,1,D,Natrona,Gary Trauner,Upper Willow Creek School 14-1,1,
U.S. House,1,D,Natrona,Gary Trauner,,3056,TRUE
Governor,,D,Natrona,Dave Freudenthal,Roosevelt School 1-1,99,
Governor,,D,Natrona,Dave Freudenthal,Natrona County Library 1-2,71,
Governor,,D,Natrona,Dave Freudenthal,Dean Morgan Junior High School 1-3,92,
Governor,,D,Natrona,Dave Freudenthal,Casper College 1-4,84,
Governor,,D,Natrona,Dave Freudenthal,Jefferson School 1-5,68,
Governor,,D,Natrona,Dave Freudenthal,Grant School 1-6,116,
Governor,,D,Natrona,Dave Freudenthal,Senior Citizens' Center 1-7,62,
Governor,,D,Natrona,Dave Freudenthal,Seventh Day Adventist School 1-9,63,
Governor,,D,Natrona,Dave Freudenthal,Crest Hill School 1-11,62,
Governor,,D,Natrona,Dave Freudenthal,Willard School 1-12,32,
Governor,,D,Natrona,Dave Freudenthal,Westwood School 2-1,142,
Governor,,D,Natrona,Dave Freudenthal,McKinley School 2-2,128,
Governor,,D,Natrona,Dave Freudenthal,CY Junior High School 2-3,93,
Governor,,D,Natrona,Dave Freudenthal,Southridge School 2-4,83,
Governor,,D,Natrona,Dave Freudenthal,Casper Shrine Club 2-6,89,
Governor,,D,Natrona,Dave Freudenthal,Paradise Valley School 2-7,110,
Governor,,D,Natrona,Dave Freudenthal,Oregon Trail School 2-8,95,
Governor,,D,Natrona,Dave Freudenthal,Shepherd of the Valley Care Ctr. 2-9,50,
Governor,,D,Natrona,Dave Freudenthal,Bethel Baptist Church 2-10,69,
Governor,,D,Natrona,Dave Freudenthal,University Park School 3-2,135,
Governor,,D,Natrona,Dave Freudenthal,Pineview School 3-3,124,
Governor,,D,Natrona,Dave Freudenthal,Sagewood School 3-4,129,
Governor,,D,Natrona,Dave Freudenthal,Kelly Walsh High School 3-5,101,
Governor,,D,Natrona,Dave Freudenthal,Manor Heights School 3-6,82,
Governor,,D,Natrona,Dave Freudenthal,First Assembly of God Church 3-8,128,
Governor,,D,Natrona,Dave Freudenthal,Verda James School 3-9,54,
Governor,,D,Natrona,Dave Freudenthal,Centennial Junior High School 3-10,79,
Governor,,D,Natrona,Dave Freudenthal,Evansville School 4-1,104,
Governor,,D,Natrona,Dave Freudenthal,Evansville School - Out 4-2,49,
Governor,,D,Natrona,Dave Freudenthal,Hat Six Ranch 5-1,8,
Governor,,D,Natrona,Dave Freudenthal,Midwest Town Hall 7-1,23,
Governor,,D,Natrona,Dave Freudenthal,Edgerton Town Hall 7-2,10,
