office,district,party,county,candidate,precinct,votes,winner
U.S. Senate,,R,Campbell,Craig Thomas,Central Pavilion Camplex 1-1,138,
U.S. Senate,,R,Campbell,Craig Thomas,Central Pavilion Camplex 1-2,100,
U.S. Senate,,R,Campbell,Craig Thomas,Central Pavilion Camplex 1-3,146,
U.S. Senate,,R,Campbell,Craig Thomas,Central Pavilion Camplex 1-4,257,
U.S. Senate,,R,Campbell,Craig Thomas,Central Pavilion Camplex 1-5,259,
U.S. Senate,,R,Campbell,Craig Thomas,Central Pavilion Camplex 1-7,204,
U.S. Senate,,R,Campbell,Craig Thomas,Central Pavilion Camplex 1-8,132,
U.S. Senate,,R,Campbell,Craig Thomas,Central Pavilion Camplex 1-9,156,
U.S. Senate,,R,Campbell,Craig Thomas,Central Pavilion Camplex 1-10,217,
U.S. Senate,,R,Campbell,Craig Thomas,Central Pavilion Camplex 1-11,165,
U.S. Senate,,R,Campbell,Craig Thomas,Central Pavilion Camplex 1-12,151,
U.S. Senate,,R,Campbell,Craig Thomas,Central Pavilion Camplex 1-13,115,
U.S. Senate,,R,Campbell,Craig Thomas,Central Pavilion Camplex 1-14,382,
U.S. Senate,,R,Campbell,Craig Thomas,Central Pavilion Camplex 1-15,201,
U.S. Senate,,R,Campbell,Craig Thomas,Central Pavilion Camplex 1-16,352,
U.S. Senate,,R,Campbell,Craig Thomas,Central Pavilion Camplex 1-17,297,
U.S. Senate,,R,Campbell,Craig Thomas,Central Pavilion Camplex 1-18,146,
U.S. Senate,,R,Campbell,Craig Thomas,Central Pavilion Camplex 1-19,376,
U.S. Senate,,R,Campbell,Craig Thomas,Central Pavilion Camplex 1-20,105,
U.S. Senate,,R,Campbell,Craig Thomas,Central Pavilion Camplex 1-21,111,
U.S. Senate,,R,Campbell,Craig Thomas,Central Pavilion Camplex 2-1,162,
U.S. Senate,,R,Campbell,Craig Thomas,Central Pavilion Camplex 3-1,292,
U.S. Senate,,R,Campbell,Craig Thomas,Rozet School 4-1,293,
U.S. Senate,,R,Campbell,Craig Thomas,Antelope Valley Baptist Church/Gillette 5-1,325,
U.S. Senate,,R,Campbell,Craig Thomas,Rawhide School/Gillette 6-1,137,
U.S. Senate,,R,Campbell,Craig Thomas,Recluse School 7-1,74,
U.S. Senate,,R,Campbell,Craig Thomas,Little Powder School/Weston 8-1,75,
