office,district,party,county,candidate,precinct,votes,winner
Governor,,D,Goshen,Al Hamburg,Torrington Rendezvous Ctr. 10-3,5,
Governor,,D,Goshen,Al Hamburg,Torrington Rendezvous Ctr. 10-4,6,
Governor,,D,Goshen,Al Hamburg,Torrington Rendezvous Ctr. 10-5,2,
Governor,,D,Goshen,Al Hamburg,Torrington Rendezvous Ctr. 10-6,2,
Governor,,D,Goshen,Al Hamburg,Torrington Rendezvous Ctr. 10-7,3,
Governor,,D,Goshen,Al Hamburg,Torrington Rendezvous Ctr. 10-8,4,
Governor,,D,Goshen,Al Hamburg,Torrington Rendezvous Ctr. 10-9,0,
Governor,,D,Goshen,Al Hamburg,Torrington Rendezvous Ctr. 10-10,6,
Governor,,D,Goshen,Al Hamburg,Veteran Legion Post #56 13-1,0,
Governor,,D,Goshen,Al Hamburg,Yoder Women's Clubhouse 15-1,3,
Governor,,D,Goshen,Al Hamburg,Huntley School 16-1,1,
Governor,,D,Goshen,Al Hamburg,Hawk Springs Comm. Hall 17-1,1,
Governor,,D,Goshen,Al Hamburg,La Grange Memorial Bldg. 18-1,1,
Governor,,D,Goshen,Al Hamburg,Iowa Center Jackson Home 20-1,0,
Governor,,D,Goshen,Al Hamburg,,50,
State Auditor,,D,Goshen,Bill Eikenberry,Prairie Center School/Meyers 1-1,0,
State Auditor,,D,Goshen,Bill Eikenberry,Jay Em 2-1,6,
State Auditor,,D,Goshen,Bill Eikenberry,Lingle Town Hall 8-1,52,
State Auditor,,D,Goshen,Bill Eikenberry,Ft. Laramie Town Hall 9-1,24,
State Auditor,,D,Goshen,Bill Eikenberry,Torrington Rendezvous Ctr. 10-1,40,
State Auditor,,D,Goshen,Bill Eikenberry,Torrington Rendezvous Ctr. 10-2,42,
State Auditor,,D,Goshen,Bill Eikenberry,Torrington Rendezvous Ctr. 10-3,31,
State Auditor,,D,Goshen,Bill Eikenberry,Torrington Rendezvous Ctr. 10-4,82,
State Auditor,,D,Goshen,Bill Eikenberry,Torrington Rendezvous Ctr. 10-5,38,
State Auditor,,D,Goshen,Bill Eikenberry,Torrington Rendezvous Ctr. 10-6,56,
State Auditor,,D,Goshen,Bill Eikenberry,Torrington Rendezvous Ctr. 10-7,52,
State Auditor,,D,Goshen,Bill Eikenberry,Torrington Rendezvous Ctr. 10-8,62,
State Auditor,,D,Goshen,Bill Eikenberry,Torrington Rendezvous Ctr. 10-9,48,
State Auditor,,D,Goshen,Bill Eikenberry,Torrington Rendezvous Ctr. 10-10,20,
State Auditor,,D,Goshen,Bill Eikenberry,Veteran Legion Post #56 13-1,18,
State Auditor,,D,Goshen,Bill Eikenberry,Yoder Women's Clubhouse 15-1,24,
State Auditor,,D,Goshen,Bill Eikenberry,Huntley School 16-1,20,
State Auditor,,D,Goshen,Bill Eikenberry,Hawk Springs Comm. Hall 17-1,9,
State Auditor,,D,Goshen,Bill Eikenberry,La Grange Memorial Bldg. 18-1,15,
State Auditor,,D,Goshen,Bill Eikenberry,Iowa Center Jackson Home 20-1,1,
State Auditor,,D,Goshen,Bill Eikenberry,,640,TRUE
State Treasurer,,D,Goshen,Ron Redo,Prairie Center School/Meyers 1-1,0,
State Treasurer,,D,Goshen,Ron Redo,Jay Em 2-1,6,
State Treasurer,,D,Goshen,Ron Redo,Lingle Town Hall 8-1,47,
State Treasurer,,D,Goshen,Ron Redo,Ft. Laramie Town Hall 9-1,24,
State Treasurer,,D,Goshen,Ron Redo,Torrington Rendezvous Ctr. 10-1,38,
State Treasurer,,D,Goshen,Ron Redo,Torrington Rendezvous Ctr. 10-2,40,
State Treasurer,,D,Goshen,Ron Redo,Torrington Rendezvous Ctr. 10-3,33,
State Treasurer,,D,Goshen,Ron Redo,Torrington Rendezvous Ctr. 10-4,78,
State Treasurer,,D,Goshen,Ron Redo,Torrington Rendezvous Ctr. 10-5,39,
State Treasurer,,D,Goshen,Ron Redo,Torrington Rendezvous Ctr. 10-6,52,
State Treasurer,,D,Goshen,Ron Redo,Torrington Rendezvous Ctr. 10-7,52,
State Treasurer,,D,Goshen,Ron Redo,Torrington Rendezvous Ctr. 10-8,62,
State Treasurer,,D,Goshen,Ron Redo,Torrington Rendezvous Ctr. 10-9,45,
State Treasurer,,D,Goshen,Ron Redo,Torrington Rendezvous Ctr. 10-10,19,
State Treasurer,,D,Goshen,Ron Redo,Veteran Legion Post #56 13-1,18,
State Treasurer,,D,Goshen,Ron Redo,Yoder Women's Clubhouse 15-1,24,
State Treasurer,,D,Goshen,Ron Redo,Huntley School 16-1,18,
State Treasurer,,D,Goshen,Ron Redo,Hawk Springs Comm. Hall 17-1,9,
State Treasurer,,D,Goshen,Ron Redo,La Grange Memorial Bldg. 18-1,16,
State Treasurer,,D,Goshen,Ron Redo,Iowa Center Jackson Home 20-1,1,
State Treasurer,,D,Goshen,Ron Redo,,621,TRUE
Superintendent of Public Instruction,,D,Goshen,Michelle L. Hoffman,Prairie Center School/Meyers 1-1,0,
Superintendent of Public Instruction,,D,Goshen,Michelle L. Hoffman,Jay Em 2-1,6,
Superintendent of Public Instruction,,D,Goshen,Michelle L. Hoffman,Lingle Town Hall 8-1,55,
Superintendent of Public Instruction,,D,Goshen,Michelle L. Hoffman,Ft. Laramie Town Hall 9-1,24,
Superintendent of Public Instruction,,D,Goshen,Michelle L. Hoffman,Torrington Rendezvous Ctr. 10-1,38,
Superintendent of Public Instruction,,D,Goshen,Michelle L. Hoffman,Torrington Rendezvous Ctr. 10-2,40,
Superintendent of Public Instruction,,D,Goshen,Michelle L. Hoffman,Torrington Rendezvous Ctr. 10-3,34,
Superintendent of Public Instruction,,D,Goshen,Michelle L. Hoffman,Torrington Rendezvous Ctr. 10-4,82,
Superintendent of Public Instruction,,D,Goshen,Michelle L. Hoffman,Torrington Rendezvous Ctr. 10-5,39,
Superintendent of Public Instruction,,D,Goshen,Michelle L. Hoffman,Torrington Rendezvous Ctr. 10-6,53,
Superintendent of Public Instruction,,D,Goshen,Michelle L. Hoffman,Torrington Rendezvous Ctr. 10-7,52,
Superintendent of Public Instruction,,D,Goshen,Michelle L. Hoffman,Torrington Rendezvous Ctr. 10-8,63,
Superintendent of Public Instruction,,D,Goshen,Michelle L. Hoffman,Torrington Rendezvous Ctr. 10-9,50,
Superintendent of Public Instruction,,D,Goshen,Michelle L. Hoffman,Torrington Rendezvous Ctr. 10-10,19,
Superintendent of Public Instruction,,D,Goshen,Michelle L. Hoffman,Veteran Legion Post #56 13-1,17,
Superintendent of Public Instruction,,D,Goshen,Michelle L. Hoffman,Yoder Women's Clubhouse 15-1,25,
Superintendent of Public Instruction,,D,Goshen,Michelle L. Hoffman,Huntley School 16-1,19,
Superintendent of Public Instruction,,D,Goshen,Michelle L. Hoffman,Hawk Springs Comm. Hall 17-1,9,
Superintendent of Public Instruction,,D,Goshen,Michelle L. Hoffman,La Grange Memorial Bldg. 18-1,18,
Superintendent of Public Instruction,,D,Goshen,Michelle L. Hoffman,Iowa Center Jackson Home 20-1,1,
Superintendent of Public Instruction,,D,Goshen,Michelle L. Hoffman,,644,TRUE
State Senate,3,D,Goshen,"Sharon ""Sherri"" Lovercheck",Lingle Town Hall 8-1,33,
State Senate,3,D,Goshen,"Sharon ""Sherri"" Lovercheck",Ft. Laramie Town Hall 9-1,18,
State Senate,3,D,Goshen,"Sharon ""Sherri"" Lovercheck",Torrington Rendezvous Ctr. 10-1,24,
State Senate,3,D,Goshen,"Sharon ""Sherri"" Lovercheck",Torrington Rendezvous Ctr. 10-2,28,
State Senate,3,D,Goshen,"Sharon ""Sherri"" Lovercheck",Torrington Rendezvous Ctr. 10-3,14,
State Senate,3,D,Goshen,"Sharon ""Sherri"" Lovercheck",Torrington Rendezvous Ctr. 10-4,48,
State Senate,3,D,Goshen,"Sharon ""Sherri"" Lovercheck",Torrington Rendezvous Ctr. 10-5,16,
State Senate,3,D,Goshen,"Sharon ""Sherri"" Lovercheck",Torrington Rendezvous Ctr. 10-6,42,
State Senate,3,D,Goshen,"Sharon ""Sherri"" Lovercheck",Torrington Rendezvous Ctr. 10-7,25,
State Senate,3,D,Goshen,"Sharon ""Sherri"" Lovercheck",Torrington Rendezvous Ctr. 10-8,35,
State Senate,3,D,Goshen,"Sharon ""Sherri"" Lovercheck",Torrington Rendezvous Ctr. 10-9,24,
State Senate,3,D,Goshen,"Sharon ""Sherri"" Lovercheck",Torrington Rendezvous Ctr. 10-10,19,
State Senate,3,D,Goshen,"Sharon ""Sherri"" Lovercheck",Veteran Legion Post #56 13-1,12,
State Senate,3,D,Goshen,"Sharon ""Sherri"" Lovercheck",Yoder Women's Clubhouse 15-1,14,
State Senate,3,D,Goshen,"Sharon ""Sherri"" Lovercheck",Huntley School 16-1,13,
State Senate,3,D,Goshen,"Sharon ""Sherri"" Lovercheck",Hawk Springs Comm. Hall 17-1,4,
State Senate,3,D,Goshen,"Sharon ""Sherri"" Lovercheck",La Grange Memorial Bldg. 18-1,21,
State Senate,3,D,Goshen,"Sharon ""Sherri"" Lovercheck",Iowa Center Jackson Home 20-1,1,
State Senate,3,D,Goshen,"Sharon ""Sherri"" Lovercheck",,391,TRUE
State Senate,3,D,Goshen,Chris Shoults,Lingle Town Hall 8-1,25,
State Senate,3,D,Goshen,Chris Shoults,Ft. Laramie Town Hall 9-1,12,
State Senate,3,D,Goshen,Chris Shoults,Torrington Rendezvous Ctr. 10-1,21,
State Senate,3,D,Goshen,Chris Shoults,Torrington Rendezvous Ctr. 10-2,31,
State Senate,3,D,Goshen,Chris Shoults,Torrington Rendezvous Ctr. 10-3,25,
State Senate,3,D,Goshen,Chris Shoults,Torrington Rendezvous Ctr. 10-4,55,
State Senate,3,D,Goshen,Chris Shoults,Torrington Rendezvous Ctr. 10-5,28,
State Senate,3,D,Goshen,Chris Shoults,Torrington Rendezvous Ctr. 10-6,25,
State Senate,3,D,Goshen,Chris Shoults,Torrington Rendezvous Ctr. 10-7,37,
State Senate,3,D,Goshen,Chris Shoults,Torrington Rendezvous Ctr. 10-8,36,
State Senate,3,D,Goshen,Chris Shoults,Torrington Rendezvous Ctr. 10-9,31,
State Senate,3,D,Goshen,Chris Shoults,Torrington Rendezvous Ctr. 10-10,10,
State Senate,3,D,Goshen,Chris Shoults,Veteran Legion Post #56 13-1,7,
State Senate,3,D,Goshen,Chris Shoults,Yoder Women's Clubhouse 15-1,16,
State Senate,3,D,Goshen,Chris Shoults,Huntley School 16-1,9,
State Senate,3,D,Goshen,Chris Shoults,Hawk Springs Comm. Hall 17-1,7,
State Senate,3,D,Goshen,Chris Shoults,La Grange Memorial Bldg. 18-1,0,
State Senate,3,D,Goshen,Chris Shoults,Iowa Center Jackson Home 20-1,0,
State Senate,3,D,Goshen,Chris Shoults,,375,
State House,2,D,Goshen,Ross Diercks,Prairie Center School/Meyers 1-1,0,
State House,2,D,Goshen,Ross Diercks,Jay Em 2-1,6,
State House,2,D,Goshen,Ross Diercks,,6,TRUE
