office,district,party,county,candidate,precinct,votes,winner
U.S. Senate,,D,Goshen,Dale Groutage,Prairie Center School/Meyers 1-1,0,
U.S. Senate,,D,Goshen,Dale Groutage,Jay Em 2-1,5,
U.S. Senate,,D,Goshen,Dale Groutage,Lingle Town Hall 8-1,48,
U.S. Senate,,D,Goshen,Dale Groutage,Ft. Laramie Town Hall 9-1,29,
U.S. Senate,,D,Goshen,Dale Groutage,Torrington Rendezvous Ctr. 10-1,51,
U.S. Senate,,D,Goshen,Dale Groutage,Torrington Rendezvous Ctr. 10-2,46,
U.S. Senate,,D,Goshen,Dale Groutage,Torrington Rendezvous Ctr. 10-3,43,
U.S. Senate,,D,Goshen,Dale Groutage,Torrington Rendezvous Ctr. 10-4,92,
U.S. Senate,,D,Goshen,Dale Groutage,Torrington Rendezvous Ctr. 10-5,44,
U.S. Senate,,D,Goshen,Dale Groutage,Torrington Rendezvous Ctr. 10-6,66,
U.S. Senate,,D,Goshen,Dale Groutage,Torrington Rendezvous Ctr. 10-7,58,
U.S. Senate,,D,Goshen,Dale Groutage,Torrington Rendezvous Ctr. 10-8,70,
U.S. Senate,,D,Goshen,Dale Groutage,Torrington Rendezvous Ctr. 10-9,54,
U.S. Senate,,D,Goshen,Dale Groutage,Torrington Rendezvous Ctr. 10-10,28,
U.S. Senate,,D,Goshen,Dale Groutage,Veteran Legion Post #56 13-1,19,
U.S. Senate,,D,Goshen,Dale Groutage,Yoder Women's Clubhouse 15-1,26,
U.S. Senate,,D,Goshen,Dale Groutage,Huntley School 16-1,20,
U.S. Senate,,D,Goshen,Dale Groutage,Hawk Springs Comm. Hall 17-1,10,
U.S. Senate,,D,Goshen,Dale Groutage,La Grange Memorial Bldg. 18-1,18,
U.S. Senate,,D,Goshen,Dale Groutage,Iowa Center Jackson Home 20-1,1,
U.S. Senate,,D,Goshen,Dale Groutage,,728,TRUE
U.S. House,,D,Goshen,Gary Trauner,Prairie Center School/Meyers 1-1,0,
U.S. House,,D,Goshen,Gary Trauner,Jay Em 2-1,6,
U.S. House,,D,Goshen,Gary Trauner,Lingle Town Hall 8-1,51,
U.S. House,,D,Goshen,Gary Trauner,Ft. Laramie Town Hall 9-1,26,
U.S. House,,D,Goshen,Gary Trauner,Torrington Rendezvous Ctr. 10-1,49,
U.S. House,,D,Goshen,Gary Trauner,Torrington Rendezvous Ctr. 10-2,51,
U.S. House,,D,Goshen,Gary Trauner,Torrington Rendezvous Ctr. 10-3,42,
U.S. House,,D,Goshen,Gary Trauner,Torrington Rendezvous Ctr. 10-4,90,
U.S. House,,D,Goshen,Gary Trauner,Torrington Rendezvous Ctr. 10-5,44,
U.S. House,,D,Goshen,Gary Trauner,Torrington Rendezvous Ctr. 10-6,66,
U.S. House,,D,Goshen,Gary Trauner,Torrington Rendezvous Ctr. 10-7,59,
U.S. House,,D,Goshen,Gary Trauner,Torrington Rendezvous Ctr. 10-8,70,
U.S. House,,D,Goshen,Gary Trauner,Torrington Rendezvous Ctr. 10-9,55,
U.S. House,,D,Goshen,Gary Trauner,Torrington Rendezvous Ctr. 10-10,23,
U.S. House,,D,Goshen,Gary Trauner,Veteran Legion Post #56 13-1,19,
U.S. House,,D,Goshen,Gary Trauner,Yoder Women's Clubhouse 15-1,26,
U.S. House,,D,Goshen,Gary Trauner,Huntley School 16-1,21,
U.S. House,,D,Goshen,Gary Trauner,Hawk Springs Comm. Hall 17-1,10,
U.S. House,,D,Goshen,Gary Trauner,La Grange Memorial Bldg. 18-1,16,
U.S. House,,D,Goshen,Gary Trauner,Iowa Center Jackson Home 20-1,1,
U.S. House,,D,Goshen,Gary Trauner,,725,TRUE
Governor,,D,Goshen,Dave Freudenthal,Prairie Center School/Meyers 1-1,0,
Governor,,D,Goshen,Dave Freudenthal,Jay Em 2-1,6,
Governor,,D,Goshen,Dave Freudenthal,Lingle Town Hall 8-1,58,
Governor,,D,Goshen,Dave Freudenthal,Ft. Laramie Town Hall 9-1,28,
Governor,,D,Goshen,Dave Freudenthal,Torrington Rendezvous Ctr. 10-1,48,
Governor,,D,Goshen,Dave Freudenthal,Torrington Rendezvous Ctr. 10-2,62,
Governor,,D,Goshen,Dave Freudenthal,Torrington Rendezvous Ctr. 10-3,50,
Governor,,D,Goshen,Dave Freudenthal,Torrington Rendezvous Ctr. 10-4,109,
Governor,,D,Goshen,Dave Freudenthal,Torrington Rendezvous Ctr. 10-5,49,
Governor,,D,Goshen,Dave Freudenthal,Torrington Rendezvous Ctr. 10-6,72,
Governor,,D,Goshen,Dave Freudenthal,Torrington Rendezvous Ctr. 10-7,60,
Governor,,D,Goshen,Dave Freudenthal,Torrington Rendezvous Ctr. 10-8,72,
Governor,,D,Goshen,Dave Freudenthal,Torrington Rendezvous Ctr. 10-9,64,
Governor,,D,Goshen,Dave Freudenthal,Torrington Rendezvous Ctr. 10-10,21,
Governor,,D,Goshen,Dave Freudenthal,Veteran Legion Post #56 13-1,20,
Governor,,D,Goshen,Dave Freudenthal,Yoder Women's Clubhouse 15-1,28,
Governor,,D,Goshen,Dave Freudenthal,Huntley School 16-1,23,
Governor,,D,Goshen,Dave Freudenthal,Hawk Springs Comm. Hall 17-1,10,
Governor,,D,Goshen,Dave Freudenthal,La Grange Memorial Bldg. 18-1,19,
Governor,,D,Goshen,Dave Freudenthal,Iowa Center Jackson Home 20-1,1,
Governor,,D,Goshen,Dave Freudenthal,,800,TRUE
Governor,,D,Goshen,Al Hamburg,Prairie Center School/Meyers 1-1,0,
Governor,,D,Goshen,Al Hamburg,Jay Em 2-1,0,
Governor,,D,Goshen,Al Hamburg,Lingle Town Hall 8-1,3,
Governor,,D,Goshen,Al Hamburg,Ft. Laramie Town Hall 9-1,4,
Governor,,D,Goshen,Al Hamburg,Torrington Rendezvous Ctr. 10-1,8,
Governor,,D,Goshen,Al Hamburg,Torrington Rendezvous Ctr. 10-2,1,
