office,district,party,county,candidate,precinct,votes,winner
U.S. Senate,,D,Johnson,Dale Groutage,Piney Shell 2-14,2,
U.S. Senate,,D,Johnson,Dale Groutage,Northwest Buffalo 3-1,19,
U.S. Senate,,D,Johnson,Dale Groutage,West Central Buffalo 3-2,10,
U.S. Senate,,D,Johnson,Dale Groutage,Northeast Buffalo 3-3,10,
U.S. Senate,,D,Johnson,Dale Groutage,Southwest Central Buffalo 3-4,7,
U.S. Senate,,D,Johnson,Dale Groutage,East Buffalo 3-5,8,
U.S. Senate,,D,Johnson,Dale Groutage,Southeast Buffalo 3-6,8,
U.S. Senate,,D,Johnson,Dale Groutage,Southwest Buffalo 3-7,2,
U.S. Senate,,D,Johnson,Dale Groutage,West Buffalo 3-8,14,
U.S. Senate,,D,Johnson,Dale Groutage,Oliver 4-7,15,
U.S. Senate,,D,Johnson,Dale Groutage,Bighorns 4-8,24,
U.S. Senate,,D,Johnson,Dale Groutage,Billy Creek 5-9,1,
U.S. Senate,,D,Johnson,Dale Groutage,Kaycee 6-10,2,
U.S. Senate,,D,Johnson,Dale Groutage,Middlefork 8-11,5,
U.S. Senate,,D,Johnson,Dale Groutage,Sussex 9-12,2,
U.S. Senate,,D,Johnson,Dale Groutage,Linch 9-13,1,
U.S. Senate,,D,Johnson,Dale Groutage,Tipperary 10-15,0,
U.S. Senate,,D,Johnson,Dale Groutage,,130,TRUE
U.S. House,1,D,Johnson,Gary Trauner,Piney Shell 2-14,2,
U.S. House,1,D,Johnson,Gary Trauner,Northwest Buffalo 3-1,20,
U.S. House,1,D,Johnson,Gary Trauner,West Central Buffalo 3-2,10,
U.S. House,1,D,Johnson,Gary Trauner,Northeast Buffalo 3-3,9,
U.S. House,1,D,Johnson,Gary Trauner,Southwest Central Buffalo 3-4,8,
U.S. House,1,D,Johnson,Gary Trauner,East Buffalo 3-5,9,
U.S. House,1,D,Johnson,Gary Trauner,Southeast Buffalo 3-6,5,
U.S. House,1,D,Johnson,Gary Trauner,Southwest Buffalo 3-7,2,
U.S. House,1,D,Johnson,Gary Trauner,West Buffalo 3-8,13,
U.S. House,1,D,Johnson,Gary Trauner,Oliver 4-7,15,
U.S. House,1,D,Johnson,Gary Trauner,Bighorns 4-8,25,
U.S. House,1,D,Johnson,Gary Trauner,Billy Creek 5-9,1,
U.S. House,1,D,Johnson,Gary Trauner,Kaycee 6-10,2,
U.S. House,1,D,Johnson,Gary Trauner,Middlefork 8-11,4,
U.S. House,1,D,Johnson,Gary Trauner,Sussex 9-12,2,
U.S. House,1,D,Johnson,Gary Trauner,Linch 9-13,1,
U.S. House,1,D,Johnson,Gary Trauner,Tipperary 10-15,0,
U.S. House,1,D,Johnson,Gary Trauner,,128,TRUE
Governor,,D,Johnson,Dave Freudenthal,Piney Shell 2-14,2,
Governor,,D,Johnson,Dave Freudenthal,Northwest Buffalo 3-1,23,
Governor,,D,Johnson,Dave Freudenthal,West Central Buffalo 3-2,12,
Governor,,D,Johnson,Dave Freudenthal,Northeast Buffalo 3-3,13,
Governor,,D,Johnson,Dave Freudenthal,Southwest Central Buffalo 3-4,9,
Governor,,D,Johnson,Dave Freudenthal,East Buffalo 3-5,9,
Governor,,D,Johnson,Dave Freudenthal,Southeast Buffalo 3-6,8,
Governor,,D,Johnson,Dave Freudenthal,Southwest Buffalo 3-7,2,
Governor,,D,Johnson,Dave Freudenthal,West Buffalo 3-8,12,
Governor,,D,Johnson,Dave Freudenthal,Oliver 4-7,16,
Governor,,D,Johnson,Dave Freudenthal,Bighorns 4-8,26,
Governor,,D,Johnson,Dave Freudenthal,Billy Creek 5-9,1,
Governor,,D,Johnson,Dave Freudenthal,Kaycee 6-10,3,
Governor,,D,Johnson,Dave Freudenthal,Middlefork 8-11,5,
Governor,,D,Johnson,Dave Freudenthal,Sussex 9-12,3,
Governor,,D,Johnson,Dave Freudenthal,Linch 9-13,1,
Governor,,D,Johnson,Dave Freudenthal,Tipperary 10-15,0,
Governor,,D,Johnson,Dave Freudenthal,,145,TRUE
Governor,,D,Johnson,Al Hamburg,Piney Shell 2-14,0,
Governor,,D,Johnson,Al Hamburg,Northwest Buffalo 3-1,0,
Governor,,D,Johnson,Al Hamburg,West Central Buffalo 3-2,0,
Governor,,D,Johnson,Al Hamburg,Northeast Buffalo 3-3,0,
Governor,,D,Johnson,Al Hamburg,Southwest Central Buffalo 3-4,0,
Governor,,D,Johnson,Al Hamburg,East Buffalo 3-5,1,
Governor,,D,Johnson,Al Hamburg,Southeast Buffalo 3-6,1,
Governor,,D,Johnson,Al Hamburg,Southwest Buffalo 3-7,0,
Governor,,D,Johnson,Al Hamburg,West Buffalo 3-8,4,
Governor,,D,Johnson,Al Hamburg,Oliver 4-7,1,
Governor,,D,Johnson,Al Hamburg,Bighorns 4-8,1,
Governor,,D,Johnson,Al Hamburg,Billy Creek 5-9,0,
Governor,,D,Johnson,Al Hamburg,Kaycee 6-10,0,
Governor,,D,Johnson,Al Hamburg,Middlefork 8-11,1,
Governor,,D,Johnson,Al Hamburg,Sussex 9-12,0,
Governor,,D,Johnson,Al Hamburg,Linch 9-13,0,
Governor,,D,Johnson,Al Hamburg,Tipperary 10-15,0,
Governor,,D,Johnson,Al Hamburg,,9,
State Auditor,,D,Johnson,Bill Eikenberry,Piney Shell 2-14,1,
State Auditor,,D,Johnson,Bill Eikenberry,Northwest Buffalo 3-1,19,
State Auditor,,D,Johnson,Bill Eikenberry,West Central Buffalo 3-2,10,
State Auditor,,D,Johnson,Bill Eikenberry,Northeast Buffalo 3-3,11,
State Auditor,,D,Johnson,Bill Eikenberry,Southwest Central Buffalo 3-4,8,
State Auditor,,D,Johnson,Bill Eikenberry,East Buffalo 3-5,9,
State Auditor,,D,Johnson,Bill Eikenberry,Southeast Buffalo 3-6,8,
State Auditor,,D,Johnson,Bill Eikenberry,Southwest Buffalo 3-7,2,
State Auditor,,D,Johnson,Bill Eikenberry,West Buffalo 3-8,14,
State Auditor,,D,Johnson,Bill Eikenberry,Oliver 4-7,13,
State Auditor,,D,Johnson,Bill Eikenberry,Bighorns 4-8,22,
State Auditor,,D,Johnson,Bill Eikenberry,Billy Creek 5-9,1,
State Auditor,,D,Johnson,Bill Eikenberry,Kaycee 6-10,2,
State Auditor,,D,Johnson,Bill Eikenberry,Middlefork 8-11,4,
State Auditor,,D,Johnson,Bill Eikenberry,Sussex 9-12,2,
State Auditor,,D,Johnson,Bill Eikenberry,Linch 9-13,1,
State Auditor,,D,Johnson,Bill Eikenberry,Tipperary 10-15,0,
State Auditor,,D,Johnson,Bill Eikenberry,,127,TRUE
State Treasurer,,D,Johnson,Ron Redo,Piney Shell 2-14,2,
State Treasurer,,D,Johnson,Ron Redo,Northwest Buffalo 3-1,19,
State Treasurer,,D,Johnson,Ron Redo,West Central Buffalo 3-2,10,
State Treasurer,,D,Johnson,Ron Redo,Northeast Buffalo 3-3,9,
State Treasurer,,D,Johnson,Ron Redo,Southwest Central Buffalo 3-4,5,
State Treasurer,,D,Johnson,Ron Redo,East Buffalo 3-5,8,
State Treasurer,,D,Johnson,Ron Redo,Southeast Buffalo 3-6,7,
State Treasurer,,D,Johnson,Ron Redo,Southwest Buffalo 3-7,2,
State Treasurer,,D,Johnson,Ron Redo,West Buffalo 3-8,13,
State Treasurer,,D,Johnson,Ron Redo,Oliver 4-7,16,
State Treasurer,,D,Johnson,Ron Redo,Bighorns 4-8,23,
State Treasurer,,D,Johnson,Ron Redo,Billy Creek 5-9,1,
State Treasurer,,D,Johnson,Ron Redo,Kaycee 6-10,2,
State Treasurer,,D,Johnson,Ron Redo,Middlefork 8-11,5,
State Treasurer,,D,Johnson,Ron Redo,Sussex 9-12,2,
State Treasurer,,D,Johnson,Ron Redo,Linch 9-13,1,
State Treasurer,,D,Johnson,Ron Redo,Tipperary 10-15,0,
State Treasurer,,D,Johnson,Ron Redo,,125,TRUE
Superintendent of Public Instruction,,D,Johnson,Michelle L. Hoffman,Piney Shell 2-14,2,
Superintendent of Public Instruction,,D,Johnson,Michelle L. Hoffman,Northwest Buffalo 3-1,20,
Superintendent of Public Instruction,,D,Johnson,Michelle L. Hoffman,West Central Buffalo 3-2,10,
Superintendent of Public Instruction,,D,Johnson,Michelle L. Hoffman,Northeast Buffalo 3-3,11,
Superintendent of Public Instruction,,D,Johnson,Michelle L. Hoffman,Southwest Central Buffalo 3-4,7,
Superintendent of Public Instruction,,D,Johnson,Michelle L. Hoffman,East Buffalo 3-5,10,
Superintendent of Public Instruction,,D,Johnson,Michelle L. Hoffman,Southeast Buffalo 3-6,8,
Superintendent of Public Instruction,,D,Johnson,Michelle L. Hoffman,Southwest Buffalo 3-7,2,
Superintendent of Public Instruction,,D,Johnson,Michelle L. Hoffman,West Buffalo 3-8,13,
Superintendent of Public Instruction,,D,Johnson,Michelle L. Hoffman,Oliver 4-7,15,
Superintendent of Public Instruction,,D,Johnson,Michelle L. Hoffman,Bighorns 4-8,24,
Superintendent of Public Instruction,,D,Johnson,Michelle L. Hoffman,Billy Creek 5-9,1,
Superintendent of Public Instruction,,D,Johnson,Michelle L. Hoffman,Kaycee 6-10,2,
Superintendent of Public Instruction,,D,Johnson,Michelle L. Hoffman,Middlefork 8-11,5,
Superintendent of Public Instruction,,D,Johnson,Michelle L. Hoffman,Sussex 9-12,3,
Superintendent of Public Instruction,,D,Johnson,Michelle L. Hoffman,Linch 9-13,1,
Superintendent of Public Instruction,,D,Johnson,Michelle L. Hoffman,Tipperary 10-15,0,
Superintendent of Public Instruction,,D,Johnson,Michelle L. Hoffman,,134,TRUE
