office,district,party,county,candidate,precinct,votes,winner
U.S. Senate,,D,Fremont,Dale Groutage,Lander Community Center 1-1,271,
U.S. Senate,,D,Fremont,Dale Groutage,Lander Community Center 1-2,140,
U.S. Senate,,D,Fremont,Dale Groutage,Lander Community Center 1-3,241,
U.S. Senate,,D,Fremont,Dale Groutage,Lander Community Center 1-4,175,
U.S. Senate,,D,Fremont,Dale Groutage,Lander Community Center 1-5,263,
U.S. Senate,,D,Fremont,Dale Groutage,Lander Community Center 1-6,226,
U.S. Senate,,D,Fremont,Dale Groutage,Hudson Town Hall 2-1,91,
U.S. Senate,,D,Fremont,Dale Groutage,Riverton Fair Office/Armory 3-1,175,
U.S. Senate,,D,Fremont,Dale Groutage,Riverton Fair Office/Armory 3-2,78,
U.S. Senate,,D,Fremont,Dale Groutage,Riverton Fair Office/Armory 3-3,168,
U.S. Senate,,D,Fremont,Dale Groutage,Riverton Fair Office/Armory 3-4,127,
U.S. Senate,,D,Fremont,Dale Groutage,Riverton Fair Office/Armory 3-5,247,
U.S. Senate,,D,Fremont,Dale Groutage,Riverton Fair Office/Armory 3-6,192,
U.S. Senate,,D,Fremont,Dale Groutage,Ft. Washakie School Gym 4-1,229,
U.S. Senate,,D,Fremont,Dale Groutage,Milford 5-1,348,
U.S. Senate,,D,Fremont,Dale Groutage,Beebe 6-1,138,
U.S. Senate,,D,Fremont,Dale Groutage,Dubois Headwaters Comm. Ctr. 7-1,221,
U.S. Senate,,D,Fremont,Dale Groutage,Arapahoe School 8-1,203,
U.S. Senate,,D,Fremont,Dale Groutage,Missouri Valley Fire Hall 9-1,49,
U.S. Senate,,D,Fremont,Dale Groutage,Delfelder 10-1,115,
U.S. Senate,,D,Fremont,Dale Groutage,Jeffrey City Fire Hall 12-1,15,
U.S. Senate,,D,Fremont,Dale Groutage,Ethete WY Indian High School 13-1,369,
U.S. Senate,,D,Fremont,Dale Groutage,Pavillion Wind River Rec. Ctr. 14-1,120,
U.S. Senate,,D,Fremont,Dale Groutage,8-Mile/Midvale Fire Hall 15-1,29,
U.S. Senate,,D,Fremont,Dale Groutage,Morton/Kinnear Fire Hall 16-1,47,
U.S. Senate,,D,Fremont,Dale Groutage,Luthy 17-1,117,
U.S. Senate,,D,Fremont,Dale Groutage,Big Bend 18-1,193,
U.S. Senate,,D,Fremont,Dale Groutage,Crowheart School 19-1,39,
U.S. Senate,,D,Fremont,Dale Groutage,Shoshoni Senior Citizens Center 20-1,83,
U.S. Senate,,D,Fremont,Dale Groutage,Reclamation 21-1,77,
U.S. Senate,,D,Fremont,Dale Groutage,Lysite Fire Hall 22-1,5,
U.S. Senate,,D,Fremont,Dale Groutage,Atlantic City Fire Hall 24-1,20,
U.S. Senate,,D,Fremont,Dale Groutage,,4811,
U.S. Senate,,R,Fremont,Craig Thomas,Lander Community Center 1-1,340,
U.S. Senate,,R,Fremont,Craig Thomas,Lander Community Center 1-2,149,
U.S. Senate,,R,Fremont,Craig Thomas,Lander Community Center 1-3,231,
U.S. Senate,,R,Fremont,Craig Thomas,Lander Community Center 1-4,239,
U.S. Senate,,R,Fremont,Craig Thomas,Lander Community Center 1-5,384,
