office,district,party,county,candidate,precinct,votes,winner
U.S. House,1,D,Goshen,Gary Trauner,Lingle Town Hall 8-1,146,
U.S. House,1,D,Goshen,Gary Trauner,Ft. Laramie Town Hall 9-1,79,
U.S. House,1,D,Goshen,Gary Trauner,Torrington Rendezvous Ctr. 10-1,103,
U.S. House,1,D,Goshen,Gary Trauner,Torrington Rendezvous Ctr. 10-2,145,
U.S. House,1,D,Goshen,Gary Trauner,Torrington Rendezvous Ctr. 10-3,109,
U.S. House,1,D,Goshen,Gary Trauner,Torrington Rendezvous Ctr. 10-4,233,
U.S. House,1,D,Goshen,Gary Trauner,Torrington Rendezvous Ctr. 10-5,119,
U.S. House,1,D,Goshen,Gary Trauner,Torrington Rendezvous Ctr. 10-6,152,
U.S. House,1,D,Goshen,Gary Trauner,Torrington Rendezvous Ctr. 10-7,157,
U.S. House,1,D,Goshen,Gary Trauner,Torrington Rendezvous Ctr. 10-8,230,
U.S. House,1,D,Goshen,Gary Trauner,Torrington Rendezvous Ctr. 10-9,169,
U.S. House,1,D,Goshen,Gary Trauner,Torrington Rendezvous Ctr. 10-10,71,
U.S. House,1,D,Goshen,Gary Trauner,Veteran Legion Post #56 13-1,45,
U.S. House,1,D,Goshen,Gary Trauner,Yoder Women's Clubhouse 15-1,85,
U.S. House,1,D,Goshen,Gary Trauner,Huntley School 16-1,56,
U.S. House,1,D,Goshen,Gary Trauner,Hawk Springs Comm. Hall 17-1,29,
U.S. House,1,D,Goshen,Gary Trauner,La Grange Memorial Bldg. 18-1,40,
U.S. House,1,D,Goshen,Gary Trauner,Iowa Center Jackson Home 20-1,2,
U.S. House,1,D,Goshen,Gary Trauner,,1991,
U.S. House,1,L,Goshen,Thomas R. Rankin,Prairie Center School/Meyers 1-1,0,
U.S. House,1,L,Goshen,Thomas R. Rankin,Jay Em 2-1,1,
U.S. House,1,L,Goshen,Thomas R. Rankin,Lingle Town Hall 8-1,12,
U.S. House,1,L,Goshen,Thomas R. Rankin,Ft. Laramie Town Hall 9-1,5,
U.S. House,1,L,Goshen,Thomas R. Rankin,Torrington Rendezvous Ctr. 10-1,9,
U.S. House,1,L,Goshen,Thomas R. Rankin,Torrington Rendezvous Ctr. 10-2,19,
U.S. House,1,L,Goshen,Thomas R. Rankin,Torrington Rendezvous Ctr. 10-3,15,
U.S. House,1,L,Goshen,Thomas R. Rankin,Torrington Rendezvous Ctr. 10-4,17,
U.S. House,1,L,Goshen,Thomas R. Rankin,Torrington Rendezvous Ctr. 10-5,5,
U.S. House,1,L,Goshen,Thomas R. Rankin,Torrington Rendezvous Ctr. 10-6,10,
U.S. House,1,L,Goshen,Thomas R. Rankin,Torrington Rendezvous Ctr. 10-7,13,
U.S. House,1,L,Goshen,Thomas R. Rankin,Torrington Rendezvous Ctr. 10-8,12,
U.S. House,1,L,Goshen,Thomas R. Rankin,Torrington Rendezvous Ctr. 10-9,10,
U.S. House,1,L,Goshen,Thomas R. Rankin,Torrington Rendezvous Ctr. 10-10,8,
U.S. House,1,L,Goshen,Thomas R. Rankin,Veteran Legion Post #56 13-1,4,
U.S. House,1,L,Goshen,Thomas R. Rankin,Yoder Women's Clubhouse 15-1,12,
U.S. House,1,L,Goshen,Thomas R. Rankin,Huntley School 16-1,6,
U.S. House,1,L,Goshen,Thomas R. Rankin,Hawk Springs Comm. Hall 17-1,6,
U.S. House,1,L,Goshen,Thomas R. Rankin,La Grange Memorial Bldg. 18-1,11,
U.S. House,1,L,Goshen,Thomas R. Rankin,Iowa Center Jackson Home 20-1,1,
U.S. House,1,L,Goshen,Thomas R. Rankin,,176,
U.S. House,1,R,Goshen,Barbara Cubin,Prairie Center School/Meyers 1-1,41,
U.S. House,1,R,Goshen,Barbara Cubin,Jay Em 2-1,31,
U.S. House,1,R,Goshen,Barbara Cubin,Lingle Town Hall 8-1,301,
U.S. House,1,R,Goshen,Barbara Cubin,Ft. Laramie Town Hall 9-1,110,
U.S. House,1,R,Goshen,Barbara Cubin,Torrington Rendezvous Ctr. 10-1,59,
U.S. House,1,R,Goshen,Barbara Cubin,Torrington Rendezvous Ctr. 10-2,144,
U.S. House,1,R,Goshen,Barbara Cubin,Torrington Rendezvous Ctr. 10-3,103,
U.S. House,1,R,Goshen,Barbara Cubin,Torrington Rendezvous Ctr. 10-4,266,
U.S. House,1,R,Goshen,Barbara Cubin,Torrington Rendezvous Ctr. 10-5,129,
U.S. House,1,R,Goshen,Barbara Cubin,Torrington Rendezvous Ctr. 10-6,191,
U.S. House,1,R,Goshen,Barbara Cubin,Torrington Rendezvous Ctr. 10-7,174,
U.S. House,1,R,Goshen,Barbara Cubin,Torrington Rendezvous Ctr. 10-8,349,
U.S. House,1,R,Goshen,Barbara Cubin,Torrington Rendezvous Ctr. 10-9,205,
U.S. House,1,R,Goshen,Barbara Cubin,Torrington Rendezvous Ctr. 10-10,70,
U.S. House,1,R,Goshen,Barbara Cubin,Veteran Legion Post #56 13-1,49,
U.S. House,1,R,Goshen,Barbara Cubin,Yoder Women's Clubhouse 15-1,74,
U.S. House,1,R,Goshen,Barbara Cubin,Huntley School 16-1,117,
U.S. House,1,R,Goshen,Barbara Cubin,Hawk Springs Comm. Hall 17-1,54,
U.S. House,1,R,Goshen,Barbara Cubin,La Grange Memorial Bldg. 18-1,180,
U.S. House,1,R,Goshen,Barbara Cubin,Iowa Center Jackson Home 20-1,15,
U.S. House,1,R,Goshen,Barbara Cubin,,2662,TRUE
Governor,,D,Goshen,Dave Freudenthal,Prairie Center School/Meyers 1-1,9,
Governor,,D,Goshen,Dave Freudenthal,Jay Em 2-1,33,
Governor,,D,Goshen,Dave Freudenthal,Lingle Town Hall 8-1,260,
Governor,,D,Goshen,Dave Freudenthal,Ft. Laramie Town Hall 9-1,124,
Governor,,D,Goshen,Dave Freudenthal,Torrington Rendezvous Ctr. 10-1,145,
Governor,,D,Goshen,Dave Freudenthal,Torrington Rendezvous Ctr. 10-2,244,
Governor,,D,Goshen,Dave Freudenthal,Torrington Rendezvous Ctr. 10-3,172,
Governor,,D,Goshen,Dave Freudenthal,Torrington Rendezvous Ctr. 10-4,390,
Governor,,D,Goshen,Dave Freudenthal,Torrington Rendezvous Ctr. 10-5,185,
Governor,,D,Goshen,Dave Freudenthal,Torrington Rendezvous Ctr. 10-6,234,
Governor,,D,Goshen,Dave Freudenthal,Torrington Rendezvous Ctr. 10-7,255,
Governor,,D,Goshen,Dave Freudenthal,Torrington Rendezvous Ctr. 10-8,393,
Governor,,D,Goshen,Dave Freudenthal,Torrington Rendezvous Ctr. 10-9,265,
Governor,,D,Goshen,Dave Freudenthal,Torrington Rendezvous Ctr. 10-10,104,
Governor,,D,Goshen,Dave Freudenthal,Veteran Legion Post #56 13-1,73,
Governor,,D,Goshen,Dave Freudenthal,Yoder Women's Clubhouse 15-1,116,
Governor,,D,Goshen,Dave Freudenthal,Huntley School 16-1,93,
Governor,,D,Goshen,Dave Freudenthal,Hawk Springs Comm. Hall 17-1,41,
Governor,,D,Goshen,Dave Freudenthal,La Grange Memorial Bldg. 18-1,97,
Governor,,D,Goshen,Dave Freudenthal,Iowa Center Jackson Home 20-1,9,
Governor,,D,Goshen,Dave Freudenthal,,3242,TRUE
Governor,,R,Goshen,Ray Hunkins,Prairie Center School/Meyers 1-1,33,
Governor,,R,Goshen,Ray Hunkins,Jay Em 2-1,17,
Governor,,R,Goshen,Ray Hunkins,Lingle Town Hall 8-1,198,
Governor,,R,Goshen,Ray Hunkins,Ft. Laramie Town Hall 9-1,67,
Governor,,R,Goshen,Ray Hunkins,Torrington Rendezvous Ctr. 10-1,28,
Governor,,R,Goshen,Ray Hunkins,Torrington Rendezvous Ctr. 10-2,63,
Governor,,R,Goshen,Ray Hunkins,Torrington Rendezvous Ctr. 10-3,55,
Governor,,R,Goshen,Ray Hunkins,Torrington Rendezvous Ctr. 10-4,127,
Governor,,R,Goshen,Ray Hunkins,Torrington Rendezvous Ctr. 10-5,71,
Governor,,R,Goshen,Ray Hunkins,Torrington Rendezvous Ctr. 10-6,120,
Governor,,R,Goshen,Ray Hunkins,Torrington Rendezvous Ctr. 10-7,89,
Governor,,R,Goshen,Ray Hunkins,Torrington Rendezvous Ctr. 10-8,204,
Governor,,R,Goshen,Ray Hunkins,Torrington Rendezvous Ctr. 10-9,118,
Governor,,R,Goshen,Ray Hunkins,Torrington Rendezvous Ctr. 10-10,45,
Governor,,R,Goshen,Ray Hunkins,Veteran Legion Post #56 13-1,25,
Governor,,R,Goshen,Ray Hunkins,Yoder Women's Clubhouse 15-1,53,
Governor,,R,Goshen,Ray Hunkins,Huntley School 16-1,86,
Governor,,R,Goshen,Ray Hunkins,Hawk Springs Comm. Hall 17-1,48,
Governor,,R,Goshen,Ray Hunkins,La Grange Memorial Bldg. 18-1,135,
Governor,,R,Goshen,Ray Hunkins,Iowa Center Jackson Home 20-1,10,
Governor,,R,Goshen,Ray Hunkins,,1592,
Secretary of State,,L,Goshen,Dennis Brossman,Prairie Center School/Meyers 1-1,3,
Secretary of State,,L,Goshen,Dennis Brossman,Jay Em 2-1,6,
Secretary of State,,L,Goshen,Dennis Brossman,Lingle Town Hall 8-1,55,
Secretary of State,,L,Goshen,Dennis Brossman,Ft. Laramie Town Hall 9-1,35,
Secretary of State,,L,Goshen,Dennis Brossman,Torrington Rendezvous Ctr. 10-1,36,
Secretary of State,,L,Goshen,Dennis Brossman,Torrington Rendezvous Ctr. 10-2,55,
Secretary of State,,L,Goshen,Dennis Brossman,Torrington Rendezvous Ctr. 10-3,43,
Secretary of State,,L,Goshen,Dennis Brossman,Torrington Rendezvous Ctr. 10-4,58,
Secretary of State,,L,Goshen,Dennis Brossman,Torrington Rendezvous Ctr. 10-5,27,
Secretary of State,,L,Goshen,Dennis Brossman,Torrington Rendezvous Ctr. 10-6,45,
Secretary of State,,L,Goshen,Dennis Brossman,Torrington Rendezvous Ctr. 10-7,70,
Secretary of State,,L,Goshen,Dennis Brossman,Torrington Rendezvous Ctr. 10-8,89,
Secretary of State,,L,Goshen,Dennis Brossman,Torrington Rendezvous Ctr. 10-9,63,
Secretary of State,,L,Goshen,Dennis Brossman,Torrington Rendezvous Ctr. 10-10,34,
Secretary of State,,L,Goshen,Dennis Brossman,Veteran Legion Post #56 13-1,14,
Secretary of State,,L,Goshen,Dennis Brossman,Yoder Women's Clubhouse 15-1,31,
Secretary of State,,L,Goshen,Dennis Brossman,Huntley School 16-1,20,
Secretary of State,,L,Goshen,Dennis Brossman,Hawk Springs Comm. Hall 17-1,12,
Secretary of State,,L,Goshen,Dennis Brossman,La Grange Memorial Bldg. 18-1,16,
Secretary of State,,L,Goshen,Dennis Brossman,Iowa Center Jackson Home 20-1,3,
Secretary of State,,L,Goshen,Dennis Brossman,,715,
Secretary of State,,R,Goshen,Max Maxfield ,Prairie Center School/Meyers 1-1,40,
Secretary of State,,R,Goshen,Max Maxfield ,Jay Em 2-1,40,
Secretary of State,,R,Goshen,Max Maxfield ,Lingle Town Hall 8-1,393,
Secretary of State,,R,Goshen,Max Maxfield ,Ft. Laramie Town Hall 9-1,147,
Secretary of State,,R,Goshen,Max Maxfield ,Torrington Rendezvous Ctr. 10-1,127,
Secretary of State,,R,Goshen,Max Maxfield ,Torrington Rendezvous Ctr. 10-2,241,
Secretary of State,,R,Goshen,Max Maxfield ,Torrington Rendezvous Ctr. 10-3,179,
Secretary of State,,R,Goshen,Max Maxfield ,Torrington Rendezvous Ctr. 10-4,444,
Secretary of State,,R,Goshen,Max Maxfield ,Torrington Rendezvous Ctr. 10-5,220,
Secretary of State,,R,Goshen,Max Maxfield ,Torrington Rendezvous Ctr. 10-6,301,
Secretary of State,,R,Goshen,Max Maxfield ,Torrington Rendezvous Ctr. 10-7,263,
Secretary of State,,R,Goshen,Max Maxfield ,Torrington Rendezvous Ctr. 10-8,488,
Secretary of State,,R,Goshen,Max Maxfield ,Torrington Rendezvous Ctr. 10-9,312,
Secretary of State,,R,Goshen,Max Maxfield ,Torrington Rendezvous Ctr. 10-10,111,
Secretary of State,,R,Goshen,Max Maxfield ,Veteran Legion Post #56 13-1,79,
Secretary of State,,R,Goshen,Max Maxfield ,Yoder Women's Clubhouse 15-1,135,
Secretary of State,,R,Goshen,Max Maxfield ,Huntley School 16-1,156,
Secretary of State,,R,Goshen,Max Maxfield ,Hawk Springs Comm. Hall 17-1,71,
Secretary of State,,R,Goshen,Max Maxfield ,La Grange Memorial Bldg. 18-1,214,
Secretary of State,,R,Goshen,Max Maxfield ,Iowa Center Jackson Home 20-1,15,
Secretary of State,,R,Goshen,Max Maxfield ,,3976,TRUE
State Auditor,,D,Goshen,Bill Eikenberry,Prairie Center School/Meyers 1-1,4,
State Auditor,,D,Goshen,Bill Eikenberry,Jay Em 2-1,18,
State Auditor,,D,Goshen,Bill Eikenberry,Lingle Town Hall 8-1,97,
State Auditor,,D,Goshen,Bill Eikenberry,Ft. Laramie Town Hall 9-1,59,
State Auditor,,D,Goshen,Bill Eikenberry,Torrington Rendezvous Ctr. 10-1,78,
State Auditor,,D,Goshen,Bill Eikenberry,Torrington Rendezvous Ctr. 10-2,108,
State Auditor,,D,Goshen,Bill Eikenberry,Torrington Rendezvous Ctr. 10-3,72,
State Auditor,,D,Goshen,Bill Eikenberry,Torrington Rendezvous Ctr. 10-4,140,
State Auditor,,D,Goshen,Bill Eikenberry,Torrington Rendezvous Ctr. 10-5,54,
State Auditor,,D,Goshen,Bill Eikenberry,Torrington Rendezvous Ctr. 10-6,83,
State Auditor,,D,Goshen,Bill Eikenberry,Torrington Rendezvous Ctr. 10-7,111,
State Auditor,,D,Goshen,Bill Eikenberry,Torrington Rendezvous Ctr. 10-8,136,
State Auditor,,D,Goshen,Bill Eikenberry,Torrington Rendezvous Ctr. 10-9,114,
State Auditor,,D,Goshen,Bill Eikenberry,Torrington Rendezvous Ctr. 10-10,53,
State Auditor,,D,Goshen,Bill Eikenberry,Veteran Legion Post #56 13-1,27,
State Auditor,,D,Goshen,Bill Eikenberry,Yoder Women's Clubhouse 15-1,49,
State Auditor,,D,Goshen,Bill Eikenberry,Huntley School 16-1,32,
State Auditor,,D,Goshen,Bill Eikenberry,Hawk Springs Comm. Hall 17-1,19,
State Auditor,,D,Goshen,Bill Eikenberry,La Grange Memorial Bldg. 18-1,30,
State Auditor,,D,Goshen,Bill Eikenberry,Iowa Center Jackson Home 20-1,1,
State Auditor,,D,Goshen,Bill Eikenberry,,1285,
State Auditor,,R,Goshen,Rita Meyer,Prairie Center School/Meyers 1-1,39,
State Auditor,,R,Goshen,Rita Meyer,Jay Em 2-1,30,
State Auditor,,R,Goshen,Rita Meyer,Lingle Town Hall 8-1,360,
State Auditor,,R,Goshen,Rita Meyer,Ft. Laramie Town Hall 9-1,131,
State Auditor,,R,Goshen,Rita Meyer,Torrington Rendezvous Ctr. 10-1,92,
State Auditor,,R,Goshen,Rita Meyer,Torrington Rendezvous Ctr. 10-2,188,
State Auditor,,R,Goshen,Rita Meyer,Torrington Rendezvous Ctr. 10-3,145,
State Auditor,,R,Goshen,Rita Meyer,Torrington Rendezvous Ctr. 10-4,359,
State Auditor,,R,Goshen,Rita Meyer,Torrington Rendezvous Ctr. 10-5,196,
State Auditor,,R,Goshen,Rita Meyer,Torrington Rendezvous Ctr. 10-6,261,
State Auditor,,R,Goshen,Rita Meyer,Torrington Rendezvous Ctr. 10-7,229,
State Auditor,,R,Goshen,Rita Meyer,Torrington Rendezvous Ctr. 10-8,442,
State Auditor,,R,Goshen,Rita Meyer,Torrington Rendezvous Ctr. 10-9,263,
State Auditor,,R,Goshen,Rita Meyer,Torrington Rendezvous Ctr. 10-10,93,
State Auditor,,R,Goshen,Rita Meyer,Veteran Legion Post #56 13-1,67,
State Auditor,,R,Goshen,Rita Meyer,Yoder Women's Clubhouse 15-1,117,
State Auditor,,R,Goshen,Rita Meyer,Huntley School 16-1,143,
State Auditor,,R,Goshen,Rita Meyer,Hawk Springs Comm. Hall 17-1,67,
State Auditor,,R,Goshen,Rita Meyer,La Grange Memorial Bldg. 18-1,202,
State Auditor,,R,Goshen,Rita Meyer,Iowa Center Jackson Home 20-1,17,
State Auditor,,R,Goshen,Rita Meyer,,3441,TRUE
State Treasurer,,D,Goshen,Ron Redo,Prairie Center School/Meyers 1-1,3,
State Treasurer,,D,Goshen,Ron Redo,Jay Em 2-1,10,
State Treasurer,,D,Goshen,Ron Redo,Lingle Town Hall 8-1,71,
State Treasurer,,D,Goshen,Ron Redo,Ft. Laramie Town Hall 9-1,47,
State Treasurer,,D,Goshen,Ron Redo,Torrington Rendezvous Ctr. 10-1,72,
State Treasurer,,D,Goshen,Ron Redo,Torrington Rendezvous Ctr. 10-2,91,
State Treasurer,,D,Goshen,Ron Redo,Torrington Rendezvous Ctr. 10-3,54,
State Treasurer,,D,Goshen,Ron Redo,Torrington Rendezvous Ctr. 10-4,98,
State Treasurer,,D,Goshen,Ron Redo,Torrington Rendezvous Ctr. 10-5,45,
State Treasurer,,D,Goshen,Ron Redo,Torrington Rendezvous Ctr. 10-6,69,
State Treasurer,,D,Goshen,Ron Redo,Torrington Rendezvous Ctr. 10-7,92,
State Treasurer,,D,Goshen,Ron Redo,Torrington Rendezvous Ctr. 10-8,118,
State Treasurer,,D,Goshen,Ron Redo,Torrington Rendezvous Ctr. 10-9,97,
State Treasurer,,D,Goshen,Ron Redo,Torrington Rendezvous Ctr. 10-10,48,
State Treasurer,,D,Goshen,Ron Redo,Veteran Legion Post #56 13-1,25,
State Treasurer,,D,Goshen,Ron Redo,Yoder Women's Clubhouse 15-1,38,
State Treasurer,,D,Goshen,Ron Redo,Huntley School 16-1,27,
State Treasurer,,D,Goshen,Ron Redo,Hawk Springs Comm. Hall 17-1,16,
State Treasurer,,D,Goshen,Ron Redo,La Grange Memorial Bldg. 18-1,24,
State Treasurer,,D,Goshen,Ron Redo,Iowa Center Jackson Home 20-1,1,
State Treasurer,,D,Goshen,Ron Redo,,1046,
State Treasurer,,R,Goshen,Joe Meyer,Prairie Center School/Meyers 1-1,40,
State Treasurer,,R,Goshen,Joe Meyer,Jay Em 2-1,36,
State Treasurer,,R,Goshen,Joe Meyer,Lingle Town Hall 8-1,379,
State Treasurer,,R,Goshen,Joe Meyer,Ft. Laramie Town Hall 9-1,142,
State Treasurer,,R,Goshen,Joe Meyer,Torrington Rendezvous Ctr. 10-1,94,
State Treasurer,,R,Goshen,Joe Meyer,Torrington Rendezvous Ctr. 10-2,203,
State Treasurer,,R,Goshen,Joe Meyer,Torrington Rendezvous Ctr. 10-3,171,
State Treasurer,,R,Goshen,Joe Meyer,Torrington Rendezvous Ctr. 10-4,400,
State Treasurer,,R,Goshen,Joe Meyer,Torrington Rendezvous Ctr. 10-5,203,
State Treasurer,,R,Goshen,Joe Meyer,Torrington Rendezvous Ctr. 10-6,277,
State Treasurer,,R,Goshen,Joe Meyer,Torrington Rendezvous Ctr. 10-7,244,
State Treasurer,,R,Goshen,Joe Meyer,Torrington Rendezvous Ctr. 10-8,462,
State Treasurer,,R,Goshen,Joe Meyer,Torrington Rendezvous Ctr. 10-9,284,
State Treasurer,,R,Goshen,Joe Meyer,Torrington Rendezvous Ctr. 10-10,96,
State Treasurer,,R,Goshen,Joe Meyer,Veteran Legion Post #56 13-1,70,
State Treasurer,,R,Goshen,Joe Meyer,Yoder Women's Clubhouse 15-1,129,
State Treasurer,,R,Goshen,Joe Meyer,Huntley School 16-1,148,
State Treasurer,,R,Goshen,Joe Meyer,Hawk Springs Comm. Hall 17-1,72,
State Treasurer,,R,Goshen,Joe Meyer,La Grange Memorial Bldg. 18-1,207,
State Treasurer,,R,Goshen,Joe Meyer,Iowa Center Jackson Home 20-1,17,
State Treasurer,,R,Goshen,Joe Meyer,,3674,TRUE
Superintendent of Public Instruction,,D,Goshen,Michelle L. Hoffman,Prairie Center School/Meyers 1-1,6,
Superintendent of Public Instruction,,D,Goshen,Michelle L. Hoffman,Jay Em 2-1,19,
Superintendent of Public Instruction,,D,Goshen,Michelle L. Hoffman,Lingle Town Hall 8-1,111,
Superintendent of Public Instruction,,D,Goshen,Michelle L. Hoffman,Ft. Laramie Town Hall 9-1,68,
Superintendent of Public Instruction,,D,Goshen,Michelle L. Hoffman,Torrington Rendezvous Ctr. 10-1,90,
Superintendent of Public Instruction,,D,Goshen,Michelle L. Hoffman,Torrington Rendezvous Ctr. 10-2,108,
Superintendent of Public Instruction,,D,Goshen,Michelle L. Hoffman,Torrington Rendezvous Ctr. 10-3,96,
Superintendent of Public Instruction,,D,Goshen,Michelle L. Hoffman,Torrington Rendezvous Ctr. 10-4,144,
Superintendent of Public Instruction,,D,Goshen,Michelle L. Hoffman,Torrington Rendezvous Ctr. 10-5,68,
Superintendent of Public Instruction,,D,Goshen,Michelle L. Hoffman,Torrington Rendezvous Ctr. 10-6,109,
Superintendent of Public Instruction,,D,Goshen,Michelle L. Hoffman,Torrington Rendezvous Ctr. 10-7,122,
Superintendent of Public Instruction,,D,Goshen,Michelle L. Hoffman,Torrington Rendezvous Ctr. 10-8,164,
Superintendent of Public Instruction,,D,Goshen,Michelle L. Hoffman,Torrington Rendezvous Ctr. 10-9,125,
Superintendent of Public Instruction,,D,Goshen,Michelle L. Hoffman,Torrington Rendezvous Ctr. 10-10,60,
Superintendent of Public Instruction,,D,Goshen,Michelle L. Hoffman,Veteran Legion Post #56 13-1,31,
Superintendent of Public Instruction,,D,Goshen,Michelle L. Hoffman,Yoder Women's Clubhouse 15-1,59,
Superintendent of Public Instruction,,D,Goshen,Michelle L. Hoffman,Huntley School 16-1,33,
Superintendent of Public Instruction,,D,Goshen,Michelle L. Hoffman,Hawk Springs Comm. Hall 17-1,22,
Superintendent of Public Instruction,,D,Goshen,Michelle L. Hoffman,La Grange Memorial Bldg. 18-1,38,
Superintendent of Public Instruction,,D,Goshen,Michelle L. Hoffman,Iowa Center Jackson Home 20-1,0,
Superintendent of Public Instruction,,D,Goshen,Michelle L. Hoffman,,1473,
Superintendent of Public Instruction,,R,Goshen,Jim McBride,Prairie Center School/Meyers 1-1,38,
Superintendent of Public Instruction,,R,Goshen,Jim McBride,Jay Em 2-1,30,
Superintendent of Public Instruction,,R,Goshen,Jim McBride,Lingle Town Hall 8-1,339,
Superintendent of Public Instruction,,R,Goshen,Jim McBride,Ft. Laramie Town Hall 9-1,120,
Superintendent of Public Instruction,,R,Goshen,Jim McBride,Torrington Rendezvous Ctr. 10-1,76,
Superintendent of Public Instruction,,R,Goshen,Jim McBride,Torrington Rendezvous Ctr. 10-2,189,
Superintendent of Public Instruction,,R,Goshen,Jim McBride,Torrington Rendezvous Ctr. 10-3,126,
Superintendent of Public Instruction,,R,Goshen,Jim McBride,Torrington Rendezvous Ctr. 10-4,352,
Superintendent of Public Instruction,,R,Goshen,Jim McBride,Torrington Rendezvous Ctr. 10-5,170,
Superintendent of Public Instruction,,R,Goshen,Jim McBride,Torrington Rendezvous Ctr. 10-6,234,
Superintendent of Public Instruction,,R,Goshen,Jim McBride,Torrington Rendezvous Ctr. 10-7,211,
Superintendent of Public Instruction,,R,Goshen,Jim McBride,Torrington Rendezvous Ctr. 10-8,407,
Superintendent of Public Instruction,,R,Goshen,Jim McBride,Torrington Rendezvous Ctr. 10-9,253,
Superintendent of Public Instruction,,R,Goshen,Jim McBride,Torrington Rendezvous Ctr. 10-10,86,
Superintendent of Public Instruction,,R,Goshen,Jim McBride,Veteran Legion Post #56 13-1,64,
Superintendent of Public Instruction,,R,Goshen,Jim McBride,Yoder Women's Clubhouse 15-1,106,
Superintendent of Public Instruction,,R,Goshen,Jim McBride,Huntley School 16-1,143,
Superintendent of Public Instruction,,R,Goshen,Jim McBride,Hawk Springs Comm. Hall 17-1,66,
Superintendent of Public Instruction,,R,Goshen,Jim McBride,La Grange Memorial Bldg. 18-1,190,
Superintendent of Public Instruction,,R,Goshen,Jim McBride,Iowa Center Jackson Home 20-1,18,
Superintendent of Public Instruction,,R,Goshen,Jim McBride,,3218,TRUE
