office,district,party,county,candidate,precinct,votes,winner
Governor,,R,Lincoln,Ray Hunkins,Afton Senior Center 2-1,359,
Governor,,R,Lincoln,Ray Hunkins,Afton Senior Center 2-2,116,
Governor,,R,Lincoln,Ray Hunkins,Alpine Civic Center 2-3,176,
Governor,,R,Lincoln,Ray Hunkins,Bedford/Holdaway School 2-4,183,
Governor,,R,Lincoln,Ray Hunkins,Etna/Metcalf School 2-5,224,
Governor,,R,Lincoln,Ray Hunkins,Afton Junior High 2-6,211,
Governor,,R,Lincoln,Ray Hunkins,Osmond Elementary School 2-7,393,
Governor,,R,Lincoln,Ray Hunkins,Thayne Town Hall 2-8,201,
Governor,,R,Lincoln,Ray Hunkins,Cokeville Town Hall 2-9,122,
Governor,,R,Lincoln,Ray Hunkins,Star Valley Ranch Library 2-10,311,
Governor,,R,Lincoln,Ray Hunkins,,2819,
Secretary of State,,L,Lincoln,Dennis Brossman,Fossil Country Museum/Kemmerer 1-1,59,
Secretary of State,,L,Lincoln,Dennis Brossman,Kemmerer Senior Center 1-2,62,
Secretary of State,,L,Lincoln,Dennis Brossman,Kemmerer Recreation Center 1-3,65,
Secretary of State,,L,Lincoln,Dennis Brossman,Diamondville School Admin. Bldg 1-4,37,
Secretary of State,,L,Lincoln,Dennis Brossman,Diamondville Search & Rescue 1-5,28,
Secretary of State,,L,Lincoln,Dennis Brossman,City of Kemmerer 1-6,4,
Secretary of State,,L,Lincoln,Dennis Brossman,Town of Opal 1-7,7,
Secretary of State,,L,Lincoln,Dennis Brossman,Town of La Barge 1-8,40,
Secretary of State,,L,Lincoln,Dennis Brossman,Afton Senior Center 2-1,61,
Secretary of State,,L,Lincoln,Dennis Brossman,Afton Senior Center 2-2,14,
Secretary of State,,L,Lincoln,Dennis Brossman,Alpine Civic Center 2-3,111,
Secretary of State,,L,Lincoln,Dennis Brossman,Bedford/Holdaway School 2-4,26,
Secretary of State,,L,Lincoln,Dennis Brossman,Etna/Metcalf School 2-5,61,
Secretary of State,,L,Lincoln,Dennis Brossman,Afton Junior High 2-6,23,
Secretary of State,,L,Lincoln,Dennis Brossman,Osmond Elementary School 2-7,39,
Secretary of State,,L,Lincoln,Dennis Brossman,Thayne Town Hall 2-8,26,
Secretary of State,,L,Lincoln,Dennis Brossman,Cokeville Town Hall 2-9,21,
Secretary of State,,L,Lincoln,Dennis Brossman,Star Valley Ranch Library 2-10,107,
Secretary of State,,L,Lincoln,Dennis Brossman,,791,
Secretary of State,,R,Lincoln,Max Maxfield,Fossil Country Museum/Kemmerer 1-1,192,
Secretary of State,,R,Lincoln,Max Maxfield,Kemmerer Senior Center 1-2,279,
Secretary of State,,R,Lincoln,Max Maxfield,Kemmerer Recreation Center 1-3,322,
Secretary of State,,R,Lincoln,Max Maxfield,Diamondville School Admin. Bldg 1-4,167,
Secretary of State,,R,Lincoln,Max Maxfield,Diamondville Search & Rescue 1-5,77,
Secretary of State,,R,Lincoln,Max Maxfield,City of Kemmerer 1-6,71,
Secretary of State,,R,Lincoln,Max Maxfield,Town of Opal 1-7,44,
Secretary of State,,R,Lincoln,Max Maxfield,Town of La Barge 1-8,243,
Secretary of State,,R,Lincoln,Max Maxfield,Afton Senior Center 2-1,544,
Secretary of State,,R,Lincoln,Max Maxfield,Afton Senior Center 2-2,188,
Secretary of State,,R,Lincoln,Max Maxfield,Alpine Civic Center 2-3,312,
Secretary of State,,R,Lincoln,Max Maxfield,Bedford/Holdaway School 2-4,255,
Secretary of State,,R,Lincoln,Max Maxfield,Etna/Metcalf School 2-5,350,
Secretary of State,,R,Lincoln,Max Maxfield,Afton Junior High 2-6,333,
Secretary of State,,R,Lincoln,Max Maxfield,Osmond Elementary School 2-7,639,
Secretary of State,,R,Lincoln,Max Maxfield,Thayne Town Hall 2-8,264,
Secretary of State,,R,Lincoln,Max Maxfield,Cokeville Town Hall 2-9,237,
Secretary of State,,R,Lincoln,Max Maxfield,Star Valley Ranch Library 2-10,514,
Secretary of State,,R,Lincoln,Max Maxfield,,5031,TRUE
State Auditor,,D,Lincoln,Bill Eikenberry,Fossil Country Museum/Kemmerer 1-1,122,
State Auditor,,D,Lincoln,Bill Eikenberry,Kemmerer Senior Center 1-2,124,
State Auditor,,D,Lincoln,Bill Eikenberry,Kemmerer Recreation Center 1-3,140,
State Auditor,,D,Lincoln,Bill Eikenberry,Diamondville School Admin. Bldg 1-4,82,
State Auditor,,D,Lincoln,Bill Eikenberry,Diamondville Search & Rescue 1-5,62,
State Auditor,,D,Lincoln,Bill Eikenberry,City of Kemmerer 1-6,17,
State Auditor,,D,Lincoln,Bill Eikenberry,Town of Opal 1-7,12,
State Auditor,,D,Lincoln,Bill Eikenberry,Town of La Barge 1-8,61,
State Auditor,,D,Lincoln,Bill Eikenberry,Afton Senior Center 2-1,91,
State Auditor,,D,Lincoln,Bill Eikenberry,Afton Senior Center 2-2,27,
State Auditor,,D,Lincoln,Bill Eikenberry,Alpine Civic Center 2-3,167,
State Auditor,,D,Lincoln,Bill Eikenberry,Bedford/Holdaway School 2-4,37,
State Auditor,,D,Lincoln,Bill Eikenberry,Etna/Metcalf School 2-5,66,
State Auditor,,D,Lincoln,Bill Eikenberry,Afton Junior High 2-6,50,
State Auditor,,D,Lincoln,Bill Eikenberry,Osmond Elementary School 2-7,84,
State Auditor,,D,Lincoln,Bill Eikenberry,Thayne Town Hall 2-8,34,
State Auditor,,D,Lincoln,Bill Eikenberry,Cokeville Town Hall 2-9,56,
State Auditor,,D,Lincoln,Bill Eikenberry,Star Valley Ranch Library 2-10,217,
State Auditor,,D,Lincoln,Bill Eikenberry,,1449,
State Auditor,,R,Lincoln,Rita Meyer,Fossil Country Museum/Kemmerer 1-1,153,
State Auditor,,R,Lincoln,Rita Meyer,Kemmerer Senior Center 1-2,235,
State Auditor,,R,Lincoln,Rita Meyer,Kemmerer Recreation Center 1-3,256,
State Auditor,,R,Lincoln,Rita Meyer,Diamondville School Admin. Bldg 1-4,133,
State Auditor,,R,Lincoln,Rita Meyer,Diamondville Search & Rescue 1-5,61,
State Auditor,,R,Lincoln,Rita Meyer,City of Kemmerer 1-6,63,
State Auditor,,R,Lincoln,Rita Meyer,Town of Opal 1-7,40,
State Auditor,,R,Lincoln,Rita Meyer,Town of La Barge 1-8,227,
State Auditor,,R,Lincoln,Rita Meyer,Afton Senior Center 2-1,529,
State Auditor,,R,Lincoln,Rita Meyer,Afton Senior Center 2-2,173,
State Auditor,,R,Lincoln,Rita Meyer,Alpine Civic Center 2-3,268,
State Auditor,,R,Lincoln,Rita Meyer,Bedford/Holdaway School 2-4,251,
State Auditor,,R,Lincoln,Rita Meyer,Etna/Metcalf School 2-5,343,
State Auditor,,R,Lincoln,Rita Meyer,Afton Junior High 2-6,307,
State Auditor,,R,Lincoln,Rita Meyer,Osmond Elementary School 2-7,594,
State Auditor,,R,Lincoln,Rita Meyer,Thayne Town Hall 2-8,258,
State Auditor,,R,Lincoln,Rita Meyer,Cokeville Town Hall 2-9,212,
State Auditor,,R,Lincoln,Rita Meyer,Star Valley Ranch Library 2-10,447,
State Auditor,,R,Lincoln,Rita Meyer,,4550,TRUE
State Treasurer,,D,Lincoln,Ron Redo ,Fossil Country Museum/Kemmerer 1-1,109,
State Treasurer,,D,Lincoln,Ron Redo ,Kemmerer Senior Center 1-2,119,
State Treasurer,,D,Lincoln,Ron Redo ,Kemmerer Recreation Center 1-3,117,
State Treasurer,,D,Lincoln,Ron Redo ,Diamondville School Admin. Bldg 1-4,71,
State Treasurer,,D,Lincoln,Ron Redo ,Diamondville Search & Rescue 1-5,53,
State Treasurer,,D,Lincoln,Ron Redo ,City of Kemmerer 1-6,18,
State Treasurer,,D,Lincoln,Ron Redo ,Town of Opal 1-7,13,
State Treasurer,,D,Lincoln,Ron Redo ,Town of La Barge 1-8,49,
State Treasurer,,D,Lincoln,Ron Redo ,Afton Senior Center 2-1,87,
State Treasurer,,D,Lincoln,Ron Redo ,Afton Senior Center 2-2,27,
State Treasurer,,D,Lincoln,Ron Redo ,Alpine Civic Center 2-3,152,
State Treasurer,,D,Lincoln,Ron Redo ,Bedford/Holdaway School 2-4,29,
State Treasurer,,D,Lincoln,Ron Redo ,Etna/Metcalf School 2-5,55,
State Treasurer,,D,Lincoln,Ron Redo ,Afton Junior High 2-6,33,
State Treasurer,,D,Lincoln,Ron Redo ,Osmond Elementary School 2-7,65,
State Treasurer,,D,Lincoln,Ron Redo ,Thayne Town Hall 2-8,30,
State Treasurer,,D,Lincoln,Ron Redo ,Cokeville Town Hall 2-9,53,
State Treasurer,,D,Lincoln,Ron Redo ,Star Valley Ranch Library 2-10,197,
State Treasurer,,D,Lincoln,Ron Redo ,,1277,
State Treasurer,,R,Lincoln,Joe Meyer,Fossil Country Museum/Kemmerer 1-1,166,
State Treasurer,,R,Lincoln,Joe Meyer,Kemmerer Senior Center 1-2,240,
State Treasurer,,R,Lincoln,Joe Meyer,Kemmerer Recreation Center 1-3,281,
State Treasurer,,R,Lincoln,Joe Meyer,Diamondville School Admin. Bldg 1-4,137,
State Treasurer,,R,Lincoln,Joe Meyer,Diamondville Search & Rescue 1-5,70,
State Treasurer,,R,Lincoln,Joe Meyer,City of Kemmerer 1-6,62,
State Treasurer,,R,Lincoln,Joe Meyer,Town of Opal 1-7,40,
State Treasurer,,R,Lincoln,Joe Meyer,Town of La Barge 1-8,238,
State Treasurer,,R,Lincoln,Joe Meyer,Afton Senior Center 2-1,535,
State Treasurer,,R,Lincoln,Joe Meyer,Afton Senior Center 2-2,172,
State Treasurer,,R,Lincoln,Joe Meyer,Alpine Civic Center 2-3,278,
State Treasurer,,R,Lincoln,Joe Meyer,Bedford/Holdaway School 2-4,255,
State Treasurer,,R,Lincoln,Joe Meyer,Etna/Metcalf School 2-5,344,
State Treasurer,,R,Lincoln,Joe Meyer,Afton Junior High 2-6,323,
State Treasurer,,R,Lincoln,Joe Meyer,Osmond Elementary School 2-7,604,
State Treasurer,,R,Lincoln,Joe Meyer,Thayne Town Hall 2-8,259,
State Treasurer,,R,Lincoln,Joe Meyer,Cokeville Town Hall 2-9,215,
State Treasurer,,R,Lincoln,Joe Meyer,Star Valley Ranch Library 2-10,456,
State Treasurer,,R,Lincoln,Joe Meyer,,4675,TRUE
Superintendent of Public Instruction,,D,Lincoln,Michelle L. Hoffman ,Fossil Country Museum/Kemmerer 1-1,151,
Superintendent of Public Instruction,,D,Lincoln,Michelle L. Hoffman ,Kemmerer Senior Center 1-2,191,
Superintendent of Public Instruction,,D,Lincoln,Michelle L. Hoffman ,Kemmerer Recreation Center 1-3,187,
Superintendent of Public Instruction,,D,Lincoln,Michelle L. Hoffman ,Diamondville School Admin. Bldg 1-4,112,
Superintendent of Public Instruction,,D,Lincoln,Michelle L. Hoffman ,Diamondville Search & Rescue 1-5,71,
Superintendent of Public Instruction,,D,Lincoln,Michelle L. Hoffman ,City of Kemmerer 1-6,29,
Superintendent of Public Instruction,,D,Lincoln,Michelle L. Hoffman ,Town of Opal 1-7,19,
Superintendent of Public Instruction,,D,Lincoln,Michelle L. Hoffman ,Town of La Barge 1-8,83,
Superintendent of Public Instruction,,D,Lincoln,Michelle L. Hoffman ,Afton Senior Center 2-1,141,
Superintendent of Public Instruction,,D,Lincoln,Michelle L. Hoffman ,Afton Senior Center 2-2,41,
Superintendent of Public Instruction,,D,Lincoln,Michelle L. Hoffman ,Alpine Civic Center 2-3,178,
Superintendent of Public Instruction,,D,Lincoln,Michelle L. Hoffman ,Bedford/Holdaway School 2-4,50,
Superintendent of Public Instruction,,D,Lincoln,Michelle L. Hoffman ,Etna/Metcalf School 2-5,99,
Superintendent of Public Instruction,,D,Lincoln,Michelle L. Hoffman ,Afton Junior High 2-6,49,
Superintendent of Public Instruction,,D,Lincoln,Michelle L. Hoffman ,Osmond Elementary School 2-7,121,
Superintendent of Public Instruction,,D,Lincoln,Michelle L. Hoffman ,Thayne Town Hall 2-8,43,
Superintendent of Public Instruction,,D,Lincoln,Michelle L. Hoffman ,Cokeville Town Hall 2-9,82,
Superintendent of Public Instruction,,D,Lincoln,Michelle L. Hoffman ,Star Valley Ranch Library 2-10,237,
Superintendent of Public Instruction,,D,Lincoln,Michelle L. Hoffman ,,1884,
Superintendent of Public Instruction,,R,Lincoln,Jim McBride,Fossil Country Museum/Kemmerer 1-1,123,
Superintendent of Public Instruction,,R,Lincoln,Jim McBride,Kemmerer Senior Center 1-2,172,
Superintendent of Public Instruction,,R,Lincoln,Jim McBride,Kemmerer Recreation Center 1-3,208,
Superintendent of Public Instruction,,R,Lincoln,Jim McBride,Diamondville School Admin. Bldg 1-4,92,
Superintendent of Public Instruction,,R,Lincoln,Jim McBride,Diamondville Search & Rescue 1-5,51,
Superintendent of Public Instruction,,R,Lincoln,Jim McBride,City of Kemmerer 1-6,49,
Superintendent of Public Instruction,,R,Lincoln,Jim McBride,Town of Opal 1-7,31,
Superintendent of Public Instruction,,R,Lincoln,Jim McBride,Town of La Barge 1-8,206,
Superintendent of Public Instruction,,R,Lincoln,Jim McBride,Afton Senior Center 2-1,486,
Superintendent of Public Instruction,,R,Lincoln,Jim McBride,Afton Senior Center 2-2,156,
Superintendent of Public Instruction,,R,Lincoln,Jim McBride,Alpine Civic Center 2-3,249,
Superintendent of Public Instruction,,R,Lincoln,Jim McBride,Bedford/Holdaway School 2-4,232,
Superintendent of Public Instruction,,R,Lincoln,Jim McBride,Etna/Metcalf School 2-5,310,
Superintendent of Public Instruction,,R,Lincoln,Jim McBride,Afton Junior High 2-6,303,
Superintendent of Public Instruction,,R,Lincoln,Jim McBride,Osmond Elementary School 2-7,554,
Superintendent of Public Instruction,,R,Lincoln,Jim McBride,Thayne Town Hall 2-8,250,
Superintendent of Public Instruction,,R,Lincoln,Jim McBride,Cokeville Town Hall 2-9,189,
Superintendent of Public Instruction,,R,Lincoln,Jim McBride,Star Valley Ranch Library 2-10,423,
Superintendent of Public Instruction,,R,Lincoln,Jim McBride,,4084,TRUE
State House,20,R,Lincoln,Kathy Davison,Fossil Country Museum/Kemmerer 1-1,190,
State House,20,R,Lincoln,Kathy Davison,Kemmerer Senior Center 1-2,277,
State House,20,R,Lincoln,Kathy Davison,Kemmerer Recreation Center 1-3,295,
State House,20,R,Lincoln,Kathy Davison,Diamondville School Admin. Bldg 1-4,159,
State House,20,R,Lincoln,Kathy Davison,Diamondville Search & Rescue 1-5,96,
State House,20,R,Lincoln,Kathy Davison,City of Kemmerer 1-6,66,
State House,20,R,Lincoln,Kathy Davison,Town of Opal 1-7,42,
State House,20,R,Lincoln,Kathy Davison,Town of La Barge 1-8,266,
State House,20,R,Lincoln,Kathy Davison,Cokeville Town Hall 2-9,253,
State House,20,R,Lincoln,Kathy Davison,,1644,TRUE
State House,21,R,Lincoln,Dan Dockstader,Afton Senior Center 2-1,589,
State House,21,R,Lincoln,Dan Dockstader,Afton Senior Center 2-2,195,
State House,21,R,Lincoln,Dan Dockstader,Bedford/Holdaway School 2-4,268,
State House,21,R,Lincoln,Dan Dockstader,Etna/Metcalf School 2-5,374,
State House,21,R,Lincoln,Dan Dockstader,Afton Junior High 2-6,335,
State House,21,R,Lincoln,Dan Dockstader,Osmond Elementary School 2-7,649,
State House,21,R,Lincoln,Dan Dockstader,Thayne Town Hall 2-8,275,
State House,21,R,Lincoln,Dan Dockstader,Cokeville Town Hall 2-9,0,
State House,21,R,Lincoln,Dan Dockstader,Star Valley Ranch Library 2-10,566,
State House,21,R,Lincoln,Dan Dockstader,,3251,TRUE
State House,22,R,Lincoln,Monte Olsen,Alpine Civic Center 2-3,355,
State House,22,R,Lincoln,Monte Olsen,,355,
