office,district,party,county,candidate,precinct,votes,winner
Superintendent of Public Instruction,,D,Niobrara,Michelle L. Hoffman,South Lusk 6-2,149,
Superintendent of Public Instruction,,D,Niobrara,Michelle L. Hoffman,Manville 7-1,20,
Superintendent of Public Instruction,,D,Niobrara,Michelle L. Hoffman,Warren 1-2,3,
Superintendent of Public Instruction,,D,Niobrara,Michelle L. Hoffman,,266,
Superintendent of Public Instruction,,R,Niobrara,Jim McBride,Hat Creek 3-2,53,
Superintendent of Public Instruction,,R,Niobrara,Jim McBride,Lance Creek 4-1,62,
Superintendent of Public Instruction,,R,Niobrara,Jim McBride,North Lusk 6-1,214,
Superintendent of Public Instruction,,R,Niobrara,Jim McBride,South Lusk 6-2,288,
Superintendent of Public Instruction,,R,Niobrara,Jim McBride,Manville 7-1,101,
Superintendent of Public Instruction,,R,Niobrara,Jim McBride,Warren 1-2,50,
Superintendent of Public Instruction,,R,Niobrara,Jim McBride,,768,TRUE
State Senate,1,R,Niobrara,Charles Townsend,Hat Creek 3-2,63,
State Senate,1,R,Niobrara,Charles Townsend,Lance Creek 4-1,60,
State Senate,1,R,Niobrara,Charles Townsend,North Lusk 6-1,269,
State Senate,1,R,Niobrara,Charles Townsend,South Lusk 6-2,398,
State Senate,1,R,Niobrara,Charles Townsend,Manville 7-1,111,
State Senate,1,R,Niobrara,Charles Townsend,Warren 1-2,51,
State Senate,1,R,Niobrara,Charles Townsend,,952,TRUE
State House,2,D,Niobrara,Ross Diercks,Hat Creek 3-2,56,
State House,3,D,Niobrara,Ross Diercks,Lance Creek 4-1,52,
State House,4,D,Niobrara,Ross Diercks,North Lusk 6-1,261,
State House,5,D,Niobrara,Ross Diercks,South Lusk 6-2,405,
State House,6,D,Niobrara,Ross Diercks,Manville 7-1,101,
State House,7,D,Niobrara,Ross Diercks,Warren 1-2,45,
State House,8,D,Niobrara,Ross Diercks,,920,TRUE
