office,district,party,county,candidate,precinct,votes,winner
U.S. Senate,,D,Laramie,Dale Groutage,Holiday Inn/Cheyenne 1-1,357,
U.S. Senate,,D,Laramie,Dale Groutage,Holiday Inn/Cheyenne 1-2,257,
U.S. Senate,,D,Laramie,Dale Groutage,City Fire Headquarters #1 1-3,323,
U.S. Senate,,D,Laramie,Dale Groutage,Laramie County Library 1-4,183,
U.S. Senate,,D,Laramie,Dale Groutage,Kiwanis Community House/Cheyenne 1-5,244,
U.S. Senate,,D,Laramie,Dale Groutage,Kiwanis Community House/Cheyenne 1-6,339,
U.S. Senate,,D,Laramie,Dale Groutage,WY. Emergency Mgmt Agency 1-7,131,
U.S. Senate,,D,Laramie,Dale Groutage,Storey Gym 1-8,315,
U.S. Senate,,D,Laramie,Dale Groutage,Alta Vista Elementary School 1-9,157,
U.S. Senate,,D,Laramie,Dale Groutage,Holiday Inn/Cheyenne 1-10,256,
U.S. Senate,,D,Laramie,Dale Groutage,Westgate Club House/Cheyenne 2-1,178,
U.S. Senate,,D,Laramie,Dale Groutage,Kiwanis Community House/Cheyenne 2-2,189,
U.S. Senate,,D,Laramie,Dale Groutage,Kiwanis Community House/Cheyenne 2-3,165,
U.S. Senate,,D,Laramie,Dale Groutage,City Fire Station #6 2-4,160,
U.S. Senate,,D,Laramie,Dale Groutage,Cheyenne Berean Church 2-5,273,
U.S. Senate,,D,Laramie,Dale Groutage,Hobbs Elementary School 2-6,346,
U.S. Senate,,D,Laramie,Dale Groutage,Kiwanis Community House/Cheyenne 2-7,187,
U.S. Senate,,D,Laramie,Dale Groutage,Cheyenne Berean Church 2-8,253,
U.S. Senate,,D,Laramie,Dale Groutage,Good Shepherd Lutheran Church 2-9,173,
U.S. Senate,,D,Laramie,Dale Groutage,County Governmental Complex 2-10,35,
U.S. Senate,,D,Laramie,Dale Groutage,Cheyenne Housing Authority 2-11,246,
U.S. Senate,,D,Laramie,Dale Groutage,Northwoods Presbyterian Church 2-12,139,
U.S. Senate,,D,Laramie,Dale Groutage,County Government Complex 2-13,22,
U.S. Senate,,D,Laramie,Dale Groutage,Anderson Elementary School 2-14,240,
U.S. Senate,,D,Laramie,Dale Groutage,First Baptist Church 3-1,197,
U.S. Senate,,D,Laramie,Dale Groutage,American Legion Post #6 3-2,183,
U.S. Senate,,D,Laramie,Dale Groutage,First Congregational Church/Cheyenne 3-3,165,
U.S. Senate,,D,Laramie,Dale Groutage,First Congregational Church/Cheyenne 3-4,233,
U.S. Senate,,D,Laramie,Dale Groutage,IBEW #415 3-5,326,
U.S. Senate,,D,Laramie,Dale Groutage,St. Andrews Episcopal Church 3-6,269,
U.S. Senate,,D,Laramie,Dale Groutage,Sunnyside Baptist Church 3-7,112,
U.S. Senate,,D,Laramie,Dale Groutage,Dildine Elementary School 3-8,193,
U.S. Senate,,D,Laramie,Dale Groutage,VFW Post #1881 3-9,264,
U.S. Senate,,D,Laramie,Dale Groutage,VFW Post #1881 3-10,205,
U.S. Senate,,D,Laramie,Dale Groutage,VFW Post #1881 3-11,45,
U.S. Senate,,D,Laramie,Dale Groutage,VFW Post #1881 3-12,193,
