office,district,party,county,candidate,precinct,votes,winner
U.S. Senate,,D,Sublette,Dale Groutage,Pinedale 1-1,198,
U.S. Senate,,D,Sublette,Dale Groutage,Pinedale West 1-3,95,
U.S. Senate,,D,Sublette,Dale Groutage,Boulder 1-4,62,
U.S. Senate,,D,Sublette,Dale Groutage,Big Piney 2-1,61,
U.S. Senate,,D,Sublette,Dale Groutage,Marbleton 2-2,35,
U.S. Senate,,D,Sublette,Dale Groutage,Marbleton North 2-4,11,
U.S. Senate,,D,Sublette,Dale Groutage,Cora 4-1,63,
U.S. Senate,,D,Sublette,Dale Groutage,Daniel 4-2,40,
U.S. Senate,,D,Sublette,Dale Groutage,Bondurant 5-1,38,
U.S. Senate,,D,Sublette,Dale Groutage,,603,
U.S. Senate,,R,Sublette,Craig Thomas,Pinedale 1-1,512,
U.S. Senate,,R,Sublette,Craig Thomas,Pinedale West 1-3,418,
U.S. Senate,,R,Sublette,Craig Thomas,Boulder 1-4,233,
U.S. Senate,,R,Sublette,Craig Thomas,Big Piney 2-1,339,
U.S. Senate,,R,Sublette,Craig Thomas,Marbleton 2-2,220,
U.S. Senate,,R,Sublette,Craig Thomas,Marbleton North 2-4,77,
U.S. Senate,,R,Sublette,Craig Thomas,Cora 4-1,191,
U.S. Senate,,R,Sublette,Craig Thomas,Daniel 4-2,168,
U.S. Senate,,R,Sublette,Craig Thomas,Bondurant 5-1,114,
U.S. Senate,,R,Sublette,Craig Thomas,,2272,TRUE
U.S. House,1,D,Sublette,Gary Trauner,Pinedale 1-1,341,
U.S. House,1,D,Sublette,Gary Trauner,Pinedale West 1-3,185,
U.S. House,1,D,Sublette,Gary Trauner,Boulder 1-4,93,
U.S. House,1,D,Sublette,Gary Trauner,Big Piney 2-1,114,
U.S. House,1,D,Sublette,Gary Trauner,Marbleton 2-2,56,
U.S. House,1,D,Sublette,Gary Trauner,Marbleton North 2-4,15,
U.S. House,1,D,Sublette,Gary Trauner,Cora 4-1,110,
U.S. House,1,D,Sublette,Gary Trauner,Daniel 4-2,62,
U.S. House,1,D,Sublette,Gary Trauner,Bondurant 5-1,79,
U.S. House,1,D,Sublette,Gary Trauner,,1055,
U.S. House,1,L,Sublette,Thomas R. Rankin,Pinedale 1-1,27,
U.S. House,1,L,Sublette,Thomas R. Rankin,Pinedale West 1-3,11,
U.S. House,1,L,Sublette,Thomas R. Rankin,Boulder 1-4,10,
U.S. House,1,L,Sublette,Thomas R. Rankin,Big Piney 2-1,14,
U.S. House,1,L,Sublette,Thomas R. Rankin,Marbleton 2-2,9,
U.S. House,1,L,Sublette,Thomas R. Rankin,Marbleton North 2-4,5,
U.S. House,1,L,Sublette,Thomas R. Rankin,Cora 4-1,6,
U.S. House,1,L,Sublette,Thomas R. Rankin,Daniel 4-2,10,
U.S. House,1,L,Sublette,Thomas R. Rankin,Bondurant 5-1,9,
U.S. House,1,L,Sublette,Thomas R. Rankin,,101,
U.S. House,1,R,Sublette,Barbara Cubin,Pinedale 1-1,345,
U.S. House,1,R,Sublette,Barbara Cubin,Pinedale West 1-3,314,
U.S. House,1,R,Sublette,Barbara Cubin,Boulder 1-4,189,
U.S. House,1,R,Sublette,Barbara Cubin,Big Piney 2-1,266,
U.S. House,1,R,Sublette,Barbara Cubin,Marbleton 2-2,193,
U.S. House,1,R,Sublette,Barbara Cubin,Marbleton North 2-4,69,
U.S. House,1,R,Sublette,Barbara Cubin,Cora 4-1,141,
U.S. House,1,R,Sublette,Barbara Cubin,Daniel 4-2,135,
U.S. House,1,R,Sublette,Barbara Cubin,Bondurant 5-1,65,
U.S. House,1,R,Sublette,Barbara Cubin,,1717,TRUE
Governor,,D,Sublette,Dave Freudenthal,Pinedale 1-1,490,
Governor,,D,Sublette,Dave Freudenthal,Pinedale West 1-3,301,
Governor,,D,Sublette,Dave Freudenthal,Boulder 1-4,168,
